Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Nodes keep percentage is :  1.0
** Start training **
Epoch #14 cost=0.000199
Epoch #15 cost=0.000198
Epoch #16 cost=0.000198
Epoch #17 cost=0.000197
Epoch #18 cost=0.000197
Epoch #19 cost=0.000196
Nodes keep percentage is :  0.95
** Start training **
Epoch #0 cost=0.000515
Epoch #1 cost=0.000483
Epoch #2 cost=0.000465
Epoch #3 cost=0.000453
Epoch #4 cost=0.000444
Epoch #5 cost=0.000436
Epoch #6 cost=0.000430
Epoch #7 cost=0.000425
Epoch #8 cost=0.000421
Epoch #9 cost=0.000417
Epoch #10 cost=0.000413
Epoch #11 cost=0.000410
Epoch #12 cost=0.000407
Epoch #13 cost=0.000405
Epoch #14 cost=0.000402
Epoch #15 cost=0.000400
Epoch #16 cost=0.000398
Epoch #17 cost=0.000396
Epoch #18 cost=0.000394
Epoch #19 cost=0.000392
** Start training **
Epoch #0 cost=0.000515
Epoch #1 cost=0.000482
Epoch #2 cost=0.000464
Epoch #3 cost=0.000451
Epoch #4 cost=0.000443
Epoch #5 cost=0.000436
Epoch #6 cost=0.000430
Epoch #7 cost=0.000426
Epoch #8 cost=0.000422
Epoch #9 cost=0.000419
Epoch #10 cost=0.000416
Epoch #11 cost=0.000413
Epoch #12 cost=0.000411
Epoch #13 cost=0.000408
Epoch #14 cost=0.000406
Epoch #15 cost=0.000405
Epoch #16 cost=0.000402
Epoch #17 cost=0.000401
Epoch #18 cost=0.000399
Epoch #19 cost=0.000397
** Start training **
Epoch #0 cost=0.000518
Epoch #1 cost=0.000486
Epoch #2 cost=0.000467
Epoch #3 cost=0.000455
Epoch #4 cost=0.000447
Epoch #5 cost=0.000440
Epoch #6 cost=0.000435
Epoch #7 cost=0.000430
Epoch #8 cost=0.000426
Epoch #9 cost=0.000423
Epoch #10 cost=0.000420
Epoch #11 cost=0.000417
Epoch #12 cost=0.000414
Epoch #13 cost=0.000412
Epoch #14 cost=0.000409
Epoch #15 cost=0.000407
Epoch #16 cost=0.000405
Epoch #17 cost=0.000403
Epoch #18 cost=0.000402
Epoch #19 cost=0.000400
** Start training **
Epoch #0 cost=0.000517
Epoch #1 cost=0.000483
Epoch #2 cost=0.000464
Epoch #3 cost=0.000451
Epoch #4 cost=0.000441
Epoch #5 cost=0.000433
Epoch #6 cost=0.000427
Epoch #7 cost=0.000421
Epoch #8 cost=0.000417
Epoch #9 cost=0.000412
Epoch #10 cost=0.000409
Epoch #11 cost=0.000406
Epoch #12 cost=0.000402
Epoch #13 cost=0.000400
Epoch #14 cost=0.000397
Epoch #15 cost=0.000395
Epoch #16 cost=0.000392
Epoch #17 cost=0.000390
Epoch #18 cost=0.000388
Epoch #19 cost=0.000386
** Start training **
Epoch #0 cost=0.000514
Epoch #1 cost=0.000481
Epoch #2 cost=0.000463
Epoch #3 cost=0.000450
Epoch #4 cost=0.000441
Epoch #5 cost=0.000434
Epoch #6 cost=0.000427
Epoch #7 cost=0.000423
Epoch #8 cost=0.000419
Epoch #9 cost=0.000415
Epoch #10 cost=0.000412
Epoch #11 cost=0.000409
Epoch #12 cost=0.000407
Epoch #13 cost=0.000404
Epoch #14 cost=0.000402
Epoch #15 cost=0.000400
Epoch #16 cost=0.000398
Epoch #17 cost=0.000397
Epoch #18 cost=0.000395
Epoch #19 cost=0.000393
** Start training **
Epoch #0 cost=0.000519
Epoch #1 cost=0.000486
Epoch #2 cost=0.000466
Epoch #3 cost=0.000454
Epoch #4 cost=0.000444
Epoch #5 cost=0.000437
Epoch #6 cost=0.000431
Epoch #7 cost=0.000426
Epoch #8 cost=0.000422
Epoch #9 cost=0.000418
Epoch #10 cost=0.000414
Epoch #11 cost=0.000411
Epoch #12 cost=0.000408
Epoch #13 cost=0.000405
Epoch #14 cost=0.000402
Epoch #15 cost=0.000400
Epoch #16 cost=0.000398
Epoch #17 cost=0.000396
Epoch #18 cost=0.000394
Epoch #19 cost=0.000392
** Start training **
Epoch #0 cost=0.000509
Epoch #1 cost=0.000478
Epoch #2 cost=0.000461
Epoch #3 cost=0.000448
Epoch #4 cost=0.000440
Epoch #5 cost=0.000433
Epoch #6 cost=0.000428
Epoch #7 cost=0.000423
Epoch #8 cost=0.000419
Epoch #9 cost=0.000416
Epoch #10 cost=0.000412
Epoch #11 cost=0.000410
Epoch #12 cost=0.000407
Epoch #13 cost=0.000405
Epoch #14 cost=0.000403
Epoch #15 cost=0.000400
Epoch #16 cost=0.000398
Epoch #17 cost=0.000396
Epoch #18 cost=0.000394
Epoch #19 cost=0.000393
** Start training **
Epoch #0 cost=0.000510
Epoch #1 cost=0.000478
Epoch #2 cost=0.000460
Epoch #3 cost=0.000448
Epoch #4 cost=0.000439
Epoch #5 cost=0.000433
Epoch #6 cost=0.000428
Epoch #7 cost=0.000423
Epoch #8 cost=0.000420
Epoch #9 cost=0.000416
Epoch #10 cost=0.000413
Epoch #11 cost=0.000410
Epoch #12 cost=0.000408
Epoch #13 cost=0.000406
Epoch #14 cost=0.000403
Epoch #15 cost=0.000401
Epoch #16 cost=0.000400
Epoch #17 cost=0.000398
Epoch #18 cost=0.000396
Epoch #19 cost=0.000394
** Start training **
Epoch #0 cost=0.000514
Epoch #1 cost=0.000479
Epoch #2 cost=0.000459
Epoch #3 cost=0.000447
Epoch #4 cost=0.000437
Epoch #5 cost=0.000430
Epoch #6 cost=0.000424
Epoch #7 cost=0.000419
Epoch #8 cost=0.000415
Epoch #9 cost=0.000411
Epoch #10 cost=0.000408
Epoch #11 cost=0.000405
Epoch #12 cost=0.000402
Epoch #13 cost=0.000400
Epoch #14 cost=0.000398
Epoch #15 cost=0.000396
Epoch #16 cost=0.000394
Epoch #17 cost=0.000392
Epoch #18 cost=0.000390
Epoch #19 cost=0.000389
** Start training **
Epoch #0 cost=0.000274
Epoch #1 cost=0.000267
Epoch #2 cost=0.000264
Epoch #3 cost=0.000263
Epoch #4 cost=0.000262
Epoch #5 cost=0.000262
Epoch #6 cost=0.000261
Epoch #7 cost=0.000261
Epoch #8 cost=0.000260
Epoch #9 cost=0.000260
Epoch #10 cost=0.000259
Epoch #11 cost=0.000259
Epoch #12 cost=0.000258
Epoch #13 cost=0.000258
Epoch #14 cost=0.000257
Epoch #15 cost=0.000257
Epoch #16 cost=0.000256
Epoch #17 cost=0.000256
Epoch #18 cost=0.000256
Epoch #19 cost=0.000255
Nodes keep percentage is :  0.8999999999999999
** Start training **
Epoch #0 cost=0.000610
Epoch #1 cost=0.000567
Epoch #2 cost=0.000546
Epoch #3 cost=0.000536
Epoch #4 cost=0.000531
Epoch #5 cost=0.000528
Epoch #6 cost=0.000527
Epoch #7 cost=0.000526
Epoch #8 cost=0.000525
Epoch #9 cost=0.000525
Epoch #10 cost=0.000525
Epoch #11 cost=0.000524
Epoch #12 cost=0.000524
Epoch #13 cost=0.000523
Epoch #14 cost=0.000522
Epoch #15 cost=0.000522
Epoch #16 cost=0.000521
Epoch #17 cost=0.000520
Epoch #18 cost=0.000519
Epoch #19 cost=0.000518
** Start training **
Epoch #0 cost=0.000619
Epoch #1 cost=0.000577
Epoch #2 cost=0.000557
Epoch #3 cost=0.000548
Epoch #4 cost=0.000543
Epoch #5 cost=0.000540
Epoch #6 cost=0.000539
Epoch #7 cost=0.000538
Epoch #8 cost=0.000538
Epoch #9 cost=0.000538
Epoch #10 cost=0.000537
Epoch #11 cost=0.000536
Epoch #12 cost=0.000535
Epoch #13 cost=0.000535
Epoch #14 cost=0.000534
Epoch #15 cost=0.000533
Epoch #16 cost=0.000532
Epoch #17 cost=0.000530
Epoch #18 cost=0.000529
Epoch #19 cost=0.000527
** Start training **
Epoch #0 cost=0.000616
Epoch #1 cost=0.000575
Epoch #2 cost=0.000556
Epoch #3 cost=0.000547
Epoch #4 cost=0.000542
Epoch #5 cost=0.000539
Epoch #6 cost=0.000538
Epoch #7 cost=0.000537
Epoch #8 cost=0.000537
Epoch #9 cost=0.000536
Epoch #10 cost=0.000536
Epoch #11 cost=0.000535
Epoch #12 cost=0.000534
Epoch #13 cost=0.000533
Epoch #14 cost=0.000532
Epoch #15 cost=0.000531
Epoch #16 cost=0.000530
Epoch #17 cost=0.000529
Epoch #18 cost=0.000528
Epoch #19 cost=0.000527
** Start training **
Epoch #0 cost=0.000617
Epoch #1 cost=0.000575
Epoch #2 cost=0.000557
Epoch #3 cost=0.000547
Epoch #4 cost=0.000542
Epoch #5 cost=0.000539
Epoch #6 cost=0.000537
Epoch #7 cost=0.000536
Epoch #8 cost=0.000535
Epoch #9 cost=0.000534
Epoch #10 cost=0.000533
Epoch #11 cost=0.000531
Epoch #12 cost=0.000530
Epoch #13 cost=0.000528
Epoch #14 cost=0.000527
Epoch #15 cost=0.000525
Epoch #16 cost=0.000524
Epoch #17 cost=0.000522
Epoch #18 cost=0.000520
Epoch #19 cost=0.000519
** Start training **
Epoch #0 cost=0.000622
Epoch #1 cost=0.000580
Epoch #2 cost=0.000560
Epoch #3 cost=0.000550
Epoch #4 cost=0.000544
Epoch #5 cost=0.000542
Epoch #6 cost=0.000540
Epoch #7 cost=0.000539
Epoch #8 cost=0.000539
Epoch #9 cost=0.000538
Epoch #10 cost=0.000537
Epoch #11 cost=0.000536
Epoch #12 cost=0.000535
Epoch #13 cost=0.000535
Epoch #14 cost=0.000534
Epoch #15 cost=0.000533
Epoch #16 cost=0.000531
Epoch #17 cost=0.000530
Epoch #18 cost=0.000529
Epoch #19 cost=0.000527
** Start training **
Epoch #0 cost=0.000614
Epoch #1 cost=0.000571
Epoch #2 cost=0.000552
Epoch #3 cost=0.000542
Epoch #4 cost=0.000537
Epoch #5 cost=0.000535
Epoch #6 cost=0.000533
Epoch #7 cost=0.000532
Epoch #8 cost=0.000531
Epoch #9 cost=0.000531
Epoch #10 cost=0.000530
Epoch #11 cost=0.000529
Epoch #12 cost=0.000529
Epoch #13 cost=0.000527
Epoch #14 cost=0.000526
Epoch #15 cost=0.000526
Epoch #16 cost=0.000524
Epoch #17 cost=0.000523
Epoch #18 cost=0.000522
Epoch #19 cost=0.000521
** Start training **
Epoch #0 cost=0.000638
Epoch #1 cost=0.000593
Epoch #2 cost=0.000568
Epoch #3 cost=0.000554
Epoch #4 cost=0.000546
Epoch #5 cost=0.000541
Epoch #6 cost=0.000538
Epoch #7 cost=0.000535
Epoch #8 cost=0.000533
Epoch #9 cost=0.000531
Epoch #10 cost=0.000530
Epoch #11 cost=0.000528
Epoch #12 cost=0.000527
Epoch #13 cost=0.000525
Epoch #14 cost=0.000523
Epoch #15 cost=0.000522
Epoch #16 cost=0.000520
Epoch #17 cost=0.000519
Epoch #18 cost=0.000517
Epoch #19 cost=0.000515
** Start training **
Epoch #0 cost=0.000616
Epoch #1 cost=0.000573
Epoch #2 cost=0.000554
Epoch #3 cost=0.000544
Epoch #4 cost=0.000539
Epoch #5 cost=0.000537
Epoch #6 cost=0.000536
Epoch #7 cost=0.000535
Epoch #8 cost=0.000535
Epoch #9 cost=0.000534
Epoch #10 cost=0.000534
Epoch #11 cost=0.000534
Epoch #12 cost=0.000533
Epoch #13 cost=0.000532
Epoch #14 cost=0.000531
Epoch #15 cost=0.000530
Epoch #16 cost=0.000529
Epoch #17 cost=0.000528
Epoch #18 cost=0.000526
Epoch #19 cost=0.000525
** Start training **
Epoch #0 cost=0.000617
Epoch #1 cost=0.000574
Epoch #2 cost=0.000553
Epoch #3 cost=0.000542
Epoch #4 cost=0.000535
Epoch #5 cost=0.000532
Epoch #6 cost=0.000530
Epoch #7 cost=0.000528
Epoch #8 cost=0.000527
Epoch #9 cost=0.000526
Epoch #10 cost=0.000525
Epoch #11 cost=0.000525
Epoch #12 cost=0.000524
Epoch #13 cost=0.000523
Epoch #14 cost=0.000522
Epoch #15 cost=0.000521
Epoch #16 cost=0.000520
Epoch #17 cost=0.000518
Epoch #18 cost=0.000517
Epoch #19 cost=0.000516
** Start training **
Epoch #0 cost=0.000590
Epoch #1 cost=0.000521
Epoch #2 cost=0.000490
Epoch #3 cost=0.000472
Epoch #4 cost=0.000461
Epoch #5 cost=0.000452
Epoch #6 cost=0.000445
Epoch #7 cost=0.000440
Epoch #8 cost=0.000436
Epoch #9 cost=0.000432
Epoch #10 cost=0.000428
Epoch #11 cost=0.000425
Epoch #12 cost=0.000422
Epoch #13 cost=0.000419
Epoch #14 cost=0.000416
Epoch #15 cost=0.000414
Epoch #16 cost=0.000411
Epoch #17 cost=0.000409
Epoch #18 cost=0.000406
Epoch #19 cost=0.000404
Nodes keep percentage is :  0.8499999999999999
** Start training **
Epoch #0 cost=0.001274
Epoch #1 cost=0.001110
Epoch #2 cost=0.001027
Epoch #3 cost=0.000974
Epoch #4 cost=0.000937
Epoch #5 cost=0.000911
Epoch #6 cost=0.000889
Epoch #7 cost=0.000872
Epoch #8 cost=0.000857
Epoch #9 cost=0.000845
Epoch #10 cost=0.000834
Epoch #11 cost=0.000824
Epoch #12 cost=0.000815
Epoch #13 cost=0.000808
Epoch #14 cost=0.000800
Epoch #15 cost=0.000793
Epoch #16 cost=0.000787
Epoch #17 cost=0.000780
Epoch #18 cost=0.000774
Epoch #19 cost=0.000769
** Start training **
Epoch #0 cost=0.001281
Epoch #1 cost=0.001120
Epoch #2 cost=0.001037
Epoch #3 cost=0.000984
Epoch #4 cost=0.000948
Epoch #5 cost=0.000920
Epoch #6 cost=0.000898
Epoch #7 cost=0.000880
Epoch #8 cost=0.000864
Epoch #9 cost=0.000850
Epoch #10 cost=0.000839
Epoch #11 cost=0.000829
Epoch #12 cost=0.000820
Epoch #13 cost=0.000813
Epoch #14 cost=0.000805
Epoch #15 cost=0.000798
Epoch #16 cost=0.000792
Epoch #17 cost=0.000786
Epoch #18 cost=0.000781
Epoch #19 cost=0.000776
** Start training **
Epoch #0 cost=0.001279
Epoch #1 cost=0.001118
Epoch #2 cost=0.001035
Epoch #3 cost=0.000982
Epoch #4 cost=0.000948
Epoch #5 cost=0.000920
Epoch #6 cost=0.000898
Epoch #7 cost=0.000881
Epoch #8 cost=0.000866
Epoch #9 cost=0.000853
Epoch #10 cost=0.000842
Epoch #11 cost=0.000831
Epoch #12 cost=0.000823
Epoch #13 cost=0.000815
Epoch #14 cost=0.000807
Epoch #15 cost=0.000800
Epoch #16 cost=0.000794
Epoch #17 cost=0.000787
Epoch #18 cost=0.000781
Epoch #19 cost=0.000776
** Start training **
Epoch #0 cost=0.001280
Epoch #1 cost=0.001118
Epoch #2 cost=0.001035
Epoch #3 cost=0.000980
Epoch #4 cost=0.000941
Epoch #5 cost=0.000911
Epoch #6 cost=0.000887
Epoch #7 cost=0.000868
Epoch #8 cost=0.000851
Epoch #9 cost=0.000836
Epoch #10 cost=0.000823
Epoch #11 cost=0.000812
Epoch #12 cost=0.000801
Epoch #13 cost=0.000792
Epoch #14 cost=0.000784
Epoch #15 cost=0.000776
Epoch #16 cost=0.000769
Epoch #17 cost=0.000762
Epoch #18 cost=0.000756
Epoch #19 cost=0.000749
** Start training **
Epoch #0 cost=0.001277
Epoch #1 cost=0.001118
Epoch #2 cost=0.001035
Epoch #3 cost=0.000983
Epoch #4 cost=0.000944
Epoch #5 cost=0.000916
Epoch #6 cost=0.000894
Epoch #7 cost=0.000876
Epoch #8 cost=0.000861
Epoch #9 cost=0.000847
Epoch #10 cost=0.000835
Epoch #11 cost=0.000825
Epoch #12 cost=0.000816
Epoch #13 cost=0.000808
Epoch #14 cost=0.000800
Epoch #15 cost=0.000793
Epoch #16 cost=0.000786
Epoch #17 cost=0.000780
Epoch #18 cost=0.000773
Epoch #19 cost=0.000768
** Start training **
Epoch #0 cost=0.001277
Epoch #1 cost=0.001114
Epoch #2 cost=0.001030
Epoch #3 cost=0.000976
Epoch #4 cost=0.000939
Epoch #5 cost=0.000910
Epoch #6 cost=0.000886
Epoch #7 cost=0.000867
Epoch #8 cost=0.000851
Epoch #9 cost=0.000837
Epoch #10 cost=0.000825
Epoch #11 cost=0.000815
Epoch #12 cost=0.000806
Epoch #13 cost=0.000797
Epoch #14 cost=0.000789
Epoch #15 cost=0.000783
Epoch #16 cost=0.000776
Epoch #17 cost=0.000770
Epoch #18 cost=0.000764
Epoch #19 cost=0.000758
** Start training **
Epoch #0 cost=0.001268
Epoch #1 cost=0.001109
Epoch #2 cost=0.001028
Epoch #3 cost=0.000974
Epoch #4 cost=0.000937
Epoch #5 cost=0.000910
Epoch #6 cost=0.000887
Epoch #7 cost=0.000868
Epoch #8 cost=0.000852
Epoch #9 cost=0.000839
Epoch #10 cost=0.000827
Epoch #11 cost=0.000817
Epoch #12 cost=0.000807
Epoch #13 cost=0.000798
Epoch #14 cost=0.000790
Epoch #15 cost=0.000783
Epoch #16 cost=0.000776
Epoch #17 cost=0.000769
Epoch #18 cost=0.000763
Epoch #19 cost=0.000758
** Start training **
Epoch #0 cost=0.001269
Epoch #1 cost=0.001102
Epoch #2 cost=0.001019
Epoch #3 cost=0.000966
Epoch #4 cost=0.000930
Epoch #5 cost=0.000903
Epoch #6 cost=0.000881
Epoch #7 cost=0.000863
Epoch #8 cost=0.000849
Epoch #9 cost=0.000836
Epoch #10 cost=0.000825
Epoch #11 cost=0.000815
Epoch #12 cost=0.000806
Epoch #13 cost=0.000798
Epoch #14 cost=0.000791
Epoch #15 cost=0.000784
Epoch #16 cost=0.000778
Epoch #17 cost=0.000771
Epoch #18 cost=0.000766
Epoch #19 cost=0.000761
** Start training **
Epoch #0 cost=0.001301
Epoch #1 cost=0.001132
Epoch #2 cost=0.001046
Epoch #3 cost=0.000992
Epoch #4 cost=0.000953
Epoch #5 cost=0.000924
Epoch #6 cost=0.000902
Epoch #7 cost=0.000883
Epoch #8 cost=0.000867
Epoch #9 cost=0.000853
Epoch #10 cost=0.000841
Epoch #11 cost=0.000830
Epoch #12 cost=0.000821
Epoch #13 cost=0.000813
Epoch #14 cost=0.000804
Epoch #15 cost=0.000797
Epoch #16 cost=0.000790
Epoch #17 cost=0.000784
Epoch #18 cost=0.000778
Epoch #19 cost=0.000773
** Start training **
Epoch #0 cost=0.000835
Epoch #1 cost=0.000734
Epoch #2 cost=0.000688
Epoch #3 cost=0.000663
Epoch #4 cost=0.000646
Epoch #5 cost=0.000634
Epoch #6 cost=0.000625
Epoch #7 cost=0.000617
Epoch #8 cost=0.000610
Epoch #9 cost=0.000604
Epoch #10 cost=0.000599
Epoch #11 cost=0.000594
Epoch #12 cost=0.000589
Epoch #13 cost=0.000584
Epoch #14 cost=0.000580
Epoch #15 cost=0.000576
Epoch #16 cost=0.000572
Epoch #17 cost=0.000568
Epoch #18 cost=0.000564
Epoch #19 cost=0.000561
Nodes keep percentage is :  0.7999999999999998
** Start training **
Epoch #0 cost=0.001166
Epoch #1 cost=0.001222
Epoch #2 cost=0.001249
Epoch #3 cost=0.001259
Epoch #4 cost=0.001259
Epoch #5 cost=0.001253
Epoch #6 cost=0.001246
Epoch #7 cost=0.001235
Epoch #8 cost=0.001225
Epoch #9 cost=0.001212
Epoch #10 cost=0.001200
Epoch #11 cost=0.001189
Epoch #12 cost=0.001176
Epoch #13 cost=0.001166
Epoch #14 cost=0.001154
Epoch #15 cost=0.001142
Epoch #16 cost=0.001132
Epoch #17 cost=0.001120
Epoch #18 cost=0.001109
Epoch #19 cost=0.001099
** Start training **
Epoch #0 cost=0.001171
Epoch #1 cost=0.001217
Epoch #2 cost=0.001241
Epoch #3 cost=0.001248
Epoch #4 cost=0.001248
Epoch #5 cost=0.001243
Epoch #6 cost=0.001235
Epoch #7 cost=0.001226
Epoch #8 cost=0.001217
Epoch #9 cost=0.001208
Epoch #10 cost=0.001198
Epoch #11 cost=0.001187
Epoch #12 cost=0.001178
Epoch #13 cost=0.001167
Epoch #14 cost=0.001158
Epoch #15 cost=0.001148
Epoch #16 cost=0.001138
Epoch #17 cost=0.001128
Epoch #18 cost=0.001119
Epoch #19 cost=0.001110
** Start training **
Epoch #0 cost=0.001177
Epoch #1 cost=0.001230
Epoch #2 cost=0.001257
Epoch #3 cost=0.001265
Epoch #4 cost=0.001265
Epoch #5 cost=0.001259
Epoch #6 cost=0.001252
Epoch #7 cost=0.001242
Epoch #8 cost=0.001232
Epoch #9 cost=0.001220
Epoch #10 cost=0.001209
Epoch #11 cost=0.001197
Epoch #12 cost=0.001185
Epoch #13 cost=0.001174
Epoch #14 cost=0.001163
Epoch #15 cost=0.001153
Epoch #16 cost=0.001143
Epoch #17 cost=0.001133
Epoch #18 cost=0.001124
Epoch #19 cost=0.001114
** Start training **
Epoch #0 cost=0.001169
Epoch #1 cost=0.001218
Epoch #2 cost=0.001240
Epoch #3 cost=0.001246
Epoch #4 cost=0.001242
Epoch #5 cost=0.001233
Epoch #6 cost=0.001221
Epoch #7 cost=0.001208
Epoch #8 cost=0.001195
Epoch #9 cost=0.001183
Epoch #10 cost=0.001170
Epoch #11 cost=0.001158
Epoch #12 cost=0.001146
Epoch #13 cost=0.001134
Epoch #14 cost=0.001122
Epoch #15 cost=0.001110
Epoch #16 cost=0.001099
Epoch #17 cost=0.001087
Epoch #18 cost=0.001078
Epoch #19 cost=0.001067
** Start training **
Epoch #0 cost=0.001170
Epoch #1 cost=0.001219
Epoch #2 cost=0.001242
Epoch #3 cost=0.001250
Epoch #4 cost=0.001250
Epoch #5 cost=0.001244
Epoch #6 cost=0.001236
Epoch #7 cost=0.001227
Epoch #8 cost=0.001216
Epoch #9 cost=0.001205
Epoch #10 cost=0.001194
Epoch #11 cost=0.001183
