Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Nodes keep percentage is :  1.0
** Start training **
Epoch #14 cost=0.000199
Epoch #15 cost=0.000198
Epoch #16 cost=0.000198
Epoch #17 cost=0.000197
Epoch #18 cost=0.000197
Epoch #19 cost=0.000196
Nodes keep percentage is :  0.95
** Start training **
Epoch #0 cost=0.000433
Epoch #1 cost=0.000439
Epoch #2 cost=0.000443
Epoch #3 cost=0.000444
Epoch #4 cost=0.000444
Epoch #5 cost=0.000444
Epoch #6 cost=0.000442
Epoch #7 cost=0.000440
Epoch #8 cost=0.000438
Epoch #9 cost=0.000436
Epoch #10 cost=0.000434
Epoch #11 cost=0.000431
Epoch #12 cost=0.000429
Epoch #13 cost=0.000426
Epoch #14 cost=0.000424
Epoch #15 cost=0.000421
Epoch #16 cost=0.000419
Epoch #17 cost=0.000417
Epoch #18 cost=0.000415
Epoch #19 cost=0.000412
** Start training **
Epoch #0 cost=0.000438
Epoch #1 cost=0.000447
Epoch #2 cost=0.000452
Epoch #3 cost=0.000454
Epoch #4 cost=0.000454
Epoch #5 cost=0.000453
Epoch #6 cost=0.000451
Epoch #7 cost=0.000449
Epoch #8 cost=0.000446
Epoch #9 cost=0.000443
Epoch #10 cost=0.000440
Epoch #11 cost=0.000437
Epoch #12 cost=0.000435
Epoch #13 cost=0.000432
Epoch #14 cost=0.000430
Epoch #15 cost=0.000427
Epoch #16 cost=0.000425
Epoch #17 cost=0.000423
Epoch #18 cost=0.000420
Epoch #19 cost=0.000418
** Start training **
Epoch #0 cost=0.000438
Epoch #1 cost=0.000445
Epoch #2 cost=0.000449
Epoch #3 cost=0.000451
Epoch #4 cost=0.000451
Epoch #5 cost=0.000449
Epoch #6 cost=0.000448
Epoch #7 cost=0.000445
Epoch #8 cost=0.000443
Epoch #9 cost=0.000440
Epoch #10 cost=0.000438
Epoch #11 cost=0.000435
Epoch #12 cost=0.000432
Epoch #13 cost=0.000430
Epoch #14 cost=0.000428
Epoch #15 cost=0.000426
Epoch #16 cost=0.000424
Epoch #17 cost=0.000421
Epoch #18 cost=0.000419
Epoch #19 cost=0.000417
** Start training **
Epoch #0 cost=0.000441
Epoch #1 cost=0.000450
Epoch #2 cost=0.000456
Epoch #3 cost=0.000459
Epoch #4 cost=0.000459
Epoch #5 cost=0.000457
Epoch #6 cost=0.000455
Epoch #7 cost=0.000452
Epoch #8 cost=0.000449
Epoch #9 cost=0.000445
Epoch #10 cost=0.000442
Epoch #11 cost=0.000438
Epoch #12 cost=0.000435
Epoch #13 cost=0.000432
Epoch #14 cost=0.000428
Epoch #15 cost=0.000425
Epoch #16 cost=0.000422
Epoch #17 cost=0.000419
Epoch #18 cost=0.000416
Epoch #19 cost=0.000414
** Start training **
Epoch #0 cost=0.000437
Epoch #1 cost=0.000444
Epoch #2 cost=0.000449
Epoch #3 cost=0.000450
Epoch #4 cost=0.000450
Epoch #5 cost=0.000449
Epoch #6 cost=0.000447
Epoch #7 cost=0.000445
Epoch #8 cost=0.000442
Epoch #9 cost=0.000439
Epoch #10 cost=0.000436
Epoch #11 cost=0.000433
Epoch #12 cost=0.000430
Epoch #13 cost=0.000428
Epoch #14 cost=0.000425
Epoch #15 cost=0.000423
Epoch #16 cost=0.000420
Epoch #17 cost=0.000417
Epoch #18 cost=0.000415
Epoch #19 cost=0.000412
** Start training **
Epoch #0 cost=0.000440
Epoch #1 cost=0.000449
Epoch #2 cost=0.000453
Epoch #3 cost=0.000455
Epoch #4 cost=0.000455
Epoch #5 cost=0.000453
Epoch #6 cost=0.000450
Epoch #7 cost=0.000447
Epoch #8 cost=0.000444
Epoch #9 cost=0.000441
Epoch #10 cost=0.000438
Epoch #11 cost=0.000435
Epoch #12 cost=0.000432
Epoch #13 cost=0.000429
Epoch #14 cost=0.000426
Epoch #15 cost=0.000424
Epoch #16 cost=0.000421
Epoch #17 cost=0.000418
Epoch #18 cost=0.000416
Epoch #19 cost=0.000413
** Start training **
Epoch #0 cost=0.000440
Epoch #1 cost=0.000448
Epoch #2 cost=0.000452
Epoch #3 cost=0.000453
Epoch #4 cost=0.000452
Epoch #5 cost=0.000451
Epoch #6 cost=0.000448
Epoch #7 cost=0.000445
Epoch #8 cost=0.000442
Epoch #9 cost=0.000438
Epoch #10 cost=0.000435
Epoch #11 cost=0.000432
Epoch #12 cost=0.000429
Epoch #13 cost=0.000426
Epoch #14 cost=0.000423
Epoch #15 cost=0.000421
Epoch #16 cost=0.000418
Epoch #17 cost=0.000416
Epoch #18 cost=0.000413
Epoch #19 cost=0.000411
** Start training **
Epoch #0 cost=0.000428
Epoch #1 cost=0.000434
Epoch #2 cost=0.000439
Epoch #3 cost=0.000440
Epoch #4 cost=0.000440
Epoch #5 cost=0.000439
Epoch #6 cost=0.000438
Epoch #7 cost=0.000436
Epoch #8 cost=0.000434
Epoch #9 cost=0.000431
Epoch #10 cost=0.000429
Epoch #11 cost=0.000426
Epoch #12 cost=0.000424
Epoch #13 cost=0.000422
Epoch #14 cost=0.000419
Epoch #15 cost=0.000417
Epoch #16 cost=0.000415
Epoch #17 cost=0.000413
Epoch #18 cost=0.000411
Epoch #19 cost=0.000409
** Start training **
Epoch #0 cost=0.000438
Epoch #1 cost=0.000443
Epoch #2 cost=0.000446
Epoch #3 cost=0.000447
Epoch #4 cost=0.000446
Epoch #5 cost=0.000444
Epoch #6 cost=0.000442
Epoch #7 cost=0.000440
Epoch #8 cost=0.000437
Epoch #9 cost=0.000434
Epoch #10 cost=0.000431
Epoch #11 cost=0.000428
Epoch #12 cost=0.000426
Epoch #13 cost=0.000423
Epoch #14 cost=0.000420
Epoch #15 cost=0.000418
Epoch #16 cost=0.000415
Epoch #17 cost=0.000413
Epoch #18 cost=0.000410
Epoch #19 cost=0.000408
** Start training **
Epoch #0 cost=0.000344
Epoch #1 cost=0.000323
Epoch #2 cost=0.000309
Epoch #3 cost=0.000300
Epoch #4 cost=0.000293
Epoch #5 cost=0.000288
Epoch #6 cost=0.000284
Epoch #7 cost=0.000281
Epoch #8 cost=0.000278
Epoch #9 cost=0.000276
Epoch #10 cost=0.000274
Epoch #11 cost=0.000272
Epoch #12 cost=0.000270
Epoch #13 cost=0.000269
Epoch #14 cost=0.000267
Epoch #15 cost=0.000266
Epoch #16 cost=0.000265
Epoch #17 cost=0.000263
Epoch #18 cost=0.000262
Epoch #19 cost=0.000261
Nodes keep percentage is :  0.8999999999999999
** Start training **
Epoch #0 cost=0.000677
Epoch #1 cost=0.000652
Epoch #2 cost=0.000644
Epoch #3 cost=0.000641
Epoch #4 cost=0.000639
Epoch #5 cost=0.000637
Epoch #6 cost=0.000634
Epoch #7 cost=0.000631
Epoch #8 cost=0.000628
Epoch #9 cost=0.000625
Epoch #10 cost=0.000622
Epoch #11 cost=0.000619
Epoch #12 cost=0.000616
Epoch #13 cost=0.000613
Epoch #14 cost=0.000609
Epoch #15 cost=0.000606
Epoch #16 cost=0.000603
Epoch #17 cost=0.000600
Epoch #18 cost=0.000596
Epoch #19 cost=0.000593
** Start training **
Epoch #0 cost=0.000681
Epoch #1 cost=0.000661
Epoch #2 cost=0.000657
Epoch #3 cost=0.000655
Epoch #4 cost=0.000654
Epoch #5 cost=0.000653
Epoch #6 cost=0.000651
Epoch #7 cost=0.000650
Epoch #8 cost=0.000649
Epoch #9 cost=0.000647
Epoch #10 cost=0.000645
Epoch #11 cost=0.000643
Epoch #12 cost=0.000641
Epoch #13 cost=0.000638
Epoch #14 cost=0.000635
Epoch #15 cost=0.000632
Epoch #16 cost=0.000629
Epoch #17 cost=0.000625
Epoch #18 cost=0.000622
Epoch #19 cost=0.000619
** Start training **
Epoch #0 cost=0.000689
Epoch #1 cost=0.000666
Epoch #2 cost=0.000660
Epoch #3 cost=0.000657
Epoch #4 cost=0.000655
Epoch #5 cost=0.000652
Epoch #6 cost=0.000650
Epoch #7 cost=0.000647
Epoch #8 cost=0.000644
Epoch #9 cost=0.000641
Epoch #10 cost=0.000639
Epoch #11 cost=0.000636
Epoch #12 cost=0.000633
Epoch #13 cost=0.000630
Epoch #14 cost=0.000626
Epoch #15 cost=0.000623
Epoch #16 cost=0.000619
Epoch #17 cost=0.000616
Epoch #18 cost=0.000613
Epoch #19 cost=0.000610
** Start training **
Epoch #0 cost=0.000690
Epoch #1 cost=0.000664
Epoch #2 cost=0.000655
Epoch #3 cost=0.000652
Epoch #4 cost=0.000648
Epoch #5 cost=0.000644
Epoch #6 cost=0.000640
Epoch #7 cost=0.000637
Epoch #8 cost=0.000634
Epoch #9 cost=0.000632
Epoch #10 cost=0.000628
Epoch #11 cost=0.000625
Epoch #12 cost=0.000621
Epoch #13 cost=0.000618
Epoch #14 cost=0.000614
Epoch #15 cost=0.000610
Epoch #16 cost=0.000606
Epoch #17 cost=0.000602
Epoch #18 cost=0.000598
Epoch #19 cost=0.000594
** Start training **
Epoch #0 cost=0.000694
Epoch #1 cost=0.000668
Epoch #2 cost=0.000659
Epoch #3 cost=0.000652
Epoch #4 cost=0.000648
Epoch #5 cost=0.000644
Epoch #6 cost=0.000640
Epoch #7 cost=0.000636
Epoch #8 cost=0.000633
Epoch #9 cost=0.000629
Epoch #10 cost=0.000627
Epoch #11 cost=0.000624
Epoch #12 cost=0.000621
Epoch #13 cost=0.000618
Epoch #14 cost=0.000615
Epoch #15 cost=0.000612
Epoch #16 cost=0.000608
Epoch #17 cost=0.000605
Epoch #18 cost=0.000602
Epoch #19 cost=0.000599
** Start training **
Epoch #0 cost=0.000675
Epoch #1 cost=0.000646
Epoch #2 cost=0.000635
Epoch #3 cost=0.000630
Epoch #4 cost=0.000627
Epoch #5 cost=0.000624
Epoch #6 cost=0.000622
Epoch #7 cost=0.000620
Epoch #8 cost=0.000617
Epoch #9 cost=0.000614
Epoch #10 cost=0.000612
Epoch #11 cost=0.000609
Epoch #12 cost=0.000605
Epoch #13 cost=0.000602
Epoch #14 cost=0.000598
Epoch #15 cost=0.000595
Epoch #16 cost=0.000591
Epoch #17 cost=0.000588
Epoch #18 cost=0.000585
Epoch #19 cost=0.000582
** Start training **
Epoch #0 cost=0.000659
Epoch #1 cost=0.000633
Epoch #2 cost=0.000627
Epoch #3 cost=0.000625
Epoch #4 cost=0.000623
Epoch #5 cost=0.000621
Epoch #6 cost=0.000619
Epoch #7 cost=0.000617
Epoch #8 cost=0.000616
Epoch #9 cost=0.000614
Epoch #10 cost=0.000612
Epoch #11 cost=0.000610
Epoch #12 cost=0.000607
Epoch #13 cost=0.000604
Epoch #14 cost=0.000602
Epoch #15 cost=0.000599
Epoch #16 cost=0.000595
Epoch #17 cost=0.000592
Epoch #18 cost=0.000589
Epoch #19 cost=0.000585
** Start training **
Epoch #0 cost=0.000667
Epoch #1 cost=0.000644
Epoch #2 cost=0.000641
Epoch #3 cost=0.000640
Epoch #4 cost=0.000640
Epoch #5 cost=0.000640
Epoch #6 cost=0.000640
Epoch #7 cost=0.000639
Epoch #8 cost=0.000639
Epoch #9 cost=0.000638
Epoch #10 cost=0.000636
Epoch #11 cost=0.000634
Epoch #12 cost=0.000632
Epoch #13 cost=0.000629
Epoch #14 cost=0.000626
Epoch #15 cost=0.000623
Epoch #16 cost=0.000620
Epoch #17 cost=0.000617
Epoch #18 cost=0.000613
Epoch #19 cost=0.000610
** Start training **
Epoch #0 cost=0.000697
Epoch #1 cost=0.000673
Epoch #2 cost=0.000664
Epoch #3 cost=0.000657
Epoch #4 cost=0.000653
Epoch #5 cost=0.000649
Epoch #6 cost=0.000646
Epoch #7 cost=0.000642
Epoch #8 cost=0.000638
Epoch #9 cost=0.000635
Epoch #10 cost=0.000632
Epoch #11 cost=0.000629
Epoch #12 cost=0.000626
Epoch #13 cost=0.000623
Epoch #14 cost=0.000620
Epoch #15 cost=0.000617
Epoch #16 cost=0.000613
Epoch #17 cost=0.000610
Epoch #18 cost=0.000606
Epoch #19 cost=0.000603
** Start training **
Epoch #0 cost=0.000658
Epoch #1 cost=0.000616
Epoch #2 cost=0.000588
Epoch #3 cost=0.000567
Epoch #4 cost=0.000550
Epoch #5 cost=0.000536
Epoch #6 cost=0.000523
Epoch #7 cost=0.000513
Epoch #8 cost=0.000503
Epoch #9 cost=0.000494
Epoch #10 cost=0.000487
Epoch #11 cost=0.000480
Epoch #12 cost=0.000473
Epoch #13 cost=0.000468
Epoch #14 cost=0.000462
Epoch #15 cost=0.000457
Epoch #16 cost=0.000452
Epoch #17 cost=0.000447
Epoch #18 cost=0.000443
Epoch #19 cost=0.000439
Nodes keep percentage is :  0.8499999999999999
** Start training **
Epoch #0 cost=0.003209
Epoch #1 cost=0.002019
Epoch #2 cost=0.001702
Epoch #3 cost=0.001534
Epoch #4 cost=0.001425
Epoch #5 cost=0.001346
Epoch #6 cost=0.001285
Epoch #7 cost=0.001236
Epoch #8 cost=0.001195
Epoch #9 cost=0.001160
Epoch #10 cost=0.001128
Epoch #11 cost=0.001101
Epoch #12 cost=0.001075
Epoch #13 cost=0.001053
Epoch #14 cost=0.001033
Epoch #15 cost=0.001014
Epoch #16 cost=0.000996
Epoch #17 cost=0.000980
Epoch #18 cost=0.000965
Epoch #19 cost=0.000951
** Start training **
Epoch #0 cost=0.002889
Epoch #1 cost=0.001930
Epoch #2 cost=0.001652
Epoch #3 cost=0.001501
Epoch #4 cost=0.001400
Epoch #5 cost=0.001328
Epoch #6 cost=0.001272
Epoch #7 cost=0.001228
Epoch #8 cost=0.001191
Epoch #9 cost=0.001158
Epoch #10 cost=0.001130
Epoch #11 cost=0.001105
Epoch #12 cost=0.001082
Epoch #13 cost=0.001062
Epoch #14 cost=0.001044
Epoch #15 cost=0.001028
Epoch #16 cost=0.001013
Epoch #17 cost=0.000999
Epoch #18 cost=0.000985
Epoch #19 cost=0.000972
** Start training **
Epoch #0 cost=0.003098
Epoch #1 cost=0.002008
Epoch #2 cost=0.001697
Epoch #3 cost=0.001526
Epoch #4 cost=0.001414
Epoch #5 cost=0.001333
Epoch #6 cost=0.001271
Epoch #7 cost=0.001222
Epoch #8 cost=0.001183
Epoch #9 cost=0.001147
Epoch #10 cost=0.001117
Epoch #11 cost=0.001091
Epoch #12 cost=0.001066
Epoch #13 cost=0.001045
Epoch #14 cost=0.001026
Epoch #15 cost=0.001008
Epoch #16 cost=0.000992
Epoch #17 cost=0.000977
Epoch #18 cost=0.000961
Epoch #19 cost=0.000948
** Start training **
Epoch #0 cost=0.003080
Epoch #1 cost=0.002039
Epoch #2 cost=0.001731
Epoch #3 cost=0.001560
Epoch #4 cost=0.001443
Epoch #5 cost=0.001357
Epoch #6 cost=0.001289
Epoch #7 cost=0.001236
Epoch #8 cost=0.001190
Epoch #9 cost=0.001152
Epoch #10 cost=0.001119
Epoch #11 cost=0.001090
Epoch #12 cost=0.001065
Epoch #13 cost=0.001041
Epoch #14 cost=0.001020
Epoch #15 cost=0.001001
Epoch #16 cost=0.000983
Epoch #17 cost=0.000966
Epoch #18 cost=0.000951
Epoch #19 cost=0.000936
** Start training **
Epoch #0 cost=0.002942
Epoch #1 cost=0.001947
Epoch #2 cost=0.001649
Epoch #3 cost=0.001485
Epoch #4 cost=0.001378
Epoch #5 cost=0.001302
Epoch #6 cost=0.001244
Epoch #7 cost=0.001197
Epoch #8 cost=0.001158
Epoch #9 cost=0.001125
Epoch #10 cost=0.001097
Epoch #11 cost=0.001071
Epoch #12 cost=0.001049
Epoch #13 cost=0.001030
Epoch #14 cost=0.001011
Epoch #15 cost=0.000995
Epoch #16 cost=0.000980
Epoch #17 cost=0.000966
Epoch #18 cost=0.000953
Epoch #19 cost=0.000941
** Start training **
Epoch #0 cost=0.003001
Epoch #1 cost=0.001994
Epoch #2 cost=0.001689
Epoch #3 cost=0.001514
Epoch #4 cost=0.001401
Epoch #5 cost=0.001319
Epoch #6 cost=0.001255
Epoch #7 cost=0.001205
Epoch #8 cost=0.001163
Epoch #9 cost=0.001128
Epoch #10 cost=0.001098
Epoch #11 cost=0.001071
Epoch #12 cost=0.001048
Epoch #13 cost=0.001027
Epoch #14 cost=0.001008
Epoch #15 cost=0.000990
Epoch #16 cost=0.000973
Epoch #17 cost=0.000957
Epoch #18 cost=0.000943
Epoch #19 cost=0.000930
** Start training **
Epoch #0 cost=0.002948
Epoch #1 cost=0.001940
Epoch #2 cost=0.001649
Epoch #3 cost=0.001487
Epoch #4 cost=0.001380
Epoch #5 cost=0.001302
Epoch #6 cost=0.001242
Epoch #7 cost=0.001195
Epoch #8 cost=0.001155
Epoch #9 cost=0.001120
Epoch #10 cost=0.001089
Epoch #11 cost=0.001062
Epoch #12 cost=0.001037
Epoch #13 cost=0.001014
Epoch #14 cost=0.000994
Epoch #15 cost=0.000976
Epoch #16 cost=0.000960
Epoch #17 cost=0.000944
Epoch #18 cost=0.000931
Epoch #19 cost=0.000918
** Start training **
Epoch #0 cost=0.002981
Epoch #1 cost=0.001953
Epoch #2 cost=0.001648
Epoch #3 cost=0.001482
Epoch #4 cost=0.001372
Epoch #5 cost=0.001292
Epoch #6 cost=0.001231
Epoch #7 cost=0.001183
Epoch #8 cost=0.001143
Epoch #9 cost=0.001110
Epoch #10 cost=0.001081
Epoch #11 cost=0.001056
Epoch #12 cost=0.001032
Epoch #13 cost=0.001012
Epoch #14 cost=0.000993
Epoch #15 cost=0.000976
Epoch #16 cost=0.000960
Epoch #17 cost=0.000945
Epoch #18 cost=0.000932
Epoch #19 cost=0.000919
** Start training **
Epoch #0 cost=0.002930
Epoch #1 cost=0.001950
Epoch #2 cost=0.001652
Epoch #3 cost=0.001488
Epoch #4 cost=0.001380
Epoch #5 cost=0.001303
Epoch #6 cost=0.001245
Epoch #7 cost=0.001198
Epoch #8 cost=0.001159
Epoch #9 cost=0.001126
Epoch #10 cost=0.001096
Epoch #11 cost=0.001071
Epoch #12 cost=0.001047
Epoch #13 cost=0.001025
Epoch #14 cost=0.001008
Epoch #15 cost=0.000990
Epoch #16 cost=0.000974
Epoch #17 cost=0.000960
Epoch #18 cost=0.000946
Epoch #19 cost=0.000933
** Start training **
Epoch #0 cost=0.001049
Epoch #1 cost=0.000948
Epoch #2 cost=0.000887
Epoch #3 cost=0.000843
Epoch #4 cost=0.000810
Epoch #5 cost=0.000785
Epoch #6 cost=0.000765
Epoch #7 cost=0.000748
Epoch #8 cost=0.000733
Epoch #9 cost=0.000720
Epoch #10 cost=0.000709
Epoch #11 cost=0.000698
Epoch #12 cost=0.000687
Epoch #13 cost=0.000678
Epoch #14 cost=0.000668
Epoch #15 cost=0.000660
Epoch #16 cost=0.000653
Epoch #17 cost=0.000646
Epoch #18 cost=0.000639
Epoch #19 cost=0.000632
Nodes keep percentage is :  0.7999999999999998
** Start training **
Epoch #0 cost=0.002485
Epoch #1 cost=0.001894
Epoch #2 cost=0.001719
Epoch #3 cost=0.001625
Epoch #4 cost=0.001558
Epoch #5 cost=0.001506
Epoch #6 cost=0.001462
Epoch #7 cost=0.001424
Epoch #8 cost=0.001390
Epoch #9 cost=0.001361
Epoch #10 cost=0.001333
Epoch #11 cost=0.001308
Epoch #12 cost=0.001287
Epoch #13 cost=0.001266
Epoch #14 cost=0.001247
Epoch #15 cost=0.001228
Epoch #16 cost=0.001211
Epoch #17 cost=0.001194
Epoch #18 cost=0.001179
Epoch #19 cost=0.001163
** Start training **
Epoch #0 cost=0.002154
Epoch #1 cost=0.001809
Epoch #2 cost=0.001694
Epoch #3 cost=0.001625
Epoch #4 cost=0.001565
Epoch #5 cost=0.001515
Epoch #6 cost=0.001476
Epoch #7 cost=0.001441
Epoch #8 cost=0.001405
Epoch #9 cost=0.001373
Epoch #10 cost=0.001346
Epoch #11 cost=0.001323
Epoch #12 cost=0.001299
Epoch #13 cost=0.001278
Epoch #14 cost=0.001259
Epoch #15 cost=0.001243
Epoch #16 cost=0.001226
Epoch #17 cost=0.001211
Epoch #18 cost=0.001197
Epoch #19 cost=0.001181
** Start training **
Epoch #0 cost=0.002322
Epoch #1 cost=0.001917
Epoch #2 cost=0.001774
Epoch #3 cost=0.001685
Epoch #4 cost=0.001614
Epoch #5 cost=0.001559
Epoch #6 cost=0.001509
Epoch #7 cost=0.001466
Epoch #8 cost=0.001429
Epoch #9 cost=0.001395
Epoch #10 cost=0.001365
Epoch #11 cost=0.001341
Epoch #12 cost=0.001316
Epoch #13 cost=0.001295
Epoch #14 cost=0.001275
Epoch #15 cost=0.001257
Epoch #16 cost=0.001239
Epoch #17 cost=0.001224
Epoch #18 cost=0.001208
Epoch #19 cost=0.001192
** Start training **
Epoch #0 cost=0.002167
Epoch #1 cost=0.001803
Epoch #2 cost=0.001668
Epoch #3 cost=0.001585
Epoch #4 cost=0.001519
Epoch #5 cost=0.001463
Epoch #6 cost=0.001413
Epoch #7 cost=0.001373
Epoch #8 cost=0.001338
Epoch #9 cost=0.001307
Epoch #10 cost=0.001277
Epoch #11 cost=0.001252
Epoch #12 cost=0.001229
Epoch #13 cost=0.001206
Epoch #14 cost=0.001185
Epoch #15 cost=0.001167
Epoch #16 cost=0.001150
Epoch #17 cost=0.001134
Epoch #18 cost=0.001119
Epoch #19 cost=0.001104
** Start training **
Epoch #0 cost=0.002068
Epoch #1 cost=0.001751
Epoch #2 cost=0.001640
Epoch #3 cost=0.001568
Epoch #4 cost=0.001513
Epoch #5 cost=0.001466
Epoch #6 cost=0.001424
Epoch #7 cost=0.001387
Epoch #8 cost=0.001354
Epoch #9 cost=0.001325
Epoch #10 cost=0.001300
Epoch #11 cost=0.001276
