Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Nodes keep percentage is :  1.0
** Start training **
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000080
Epoch #26 cost=0.000080
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000085
Epoch #11 cost=0.000085
Epoch #12 cost=0.000085
Epoch #13 cost=0.000084
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000084
Epoch #18 cost=0.000084
Epoch #19 cost=0.000084
Epoch #20 cost=0.000084
Epoch #21 cost=0.000083
Epoch #22 cost=0.000083
Epoch #23 cost=0.000083
Epoch #24 cost=0.000083
Epoch #25 cost=0.000083
Epoch #26 cost=0.000083
Epoch #27 cost=0.000082
Epoch #28 cost=0.000082
Epoch #29 cost=0.000082
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000084
Epoch #11 cost=0.000084
Epoch #12 cost=0.000084
Epoch #13 cost=0.000084
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000083
Epoch #18 cost=0.000083
Epoch #19 cost=0.000083
Epoch #20 cost=0.000083
Epoch #21 cost=0.000083
Epoch #22 cost=0.000082
Epoch #23 cost=0.000082
Epoch #24 cost=0.000082
Epoch #25 cost=0.000082
Epoch #26 cost=0.000082
Epoch #27 cost=0.000082
Epoch #28 cost=0.000081
Epoch #29 cost=0.000081
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000086
Epoch #2 cost=0.000086
Epoch #3 cost=0.000086
Epoch #4 cost=0.000086
Epoch #5 cost=0.000086
Epoch #6 cost=0.000086
Epoch #7 cost=0.000086
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000085
Epoch #11 cost=0.000085
Epoch #12 cost=0.000085
Epoch #13 cost=0.000085
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000084
Epoch #18 cost=0.000084
Epoch #19 cost=0.000083
Epoch #20 cost=0.000083
Epoch #21 cost=0.000083
Epoch #22 cost=0.000083
Epoch #23 cost=0.000083
Epoch #24 cost=0.000083
Epoch #25 cost=0.000082
Epoch #26 cost=0.000082
Epoch #27 cost=0.000082
Epoch #28 cost=0.000082
Epoch #29 cost=0.000082
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000084
Epoch #10 cost=0.000084
Epoch #11 cost=0.000084
Epoch #12 cost=0.000084
Epoch #13 cost=0.000084
Epoch #14 cost=0.000083
Epoch #15 cost=0.000083
Epoch #16 cost=0.000083
Epoch #17 cost=0.000083
Epoch #18 cost=0.000082
Epoch #19 cost=0.000082
Epoch #20 cost=0.000082
Epoch #21 cost=0.000082
Epoch #22 cost=0.000082
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000081
Epoch #26 cost=0.000081
Epoch #27 cost=0.000081
Epoch #28 cost=0.000081
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000084
Epoch #8 cost=0.000084
Epoch #9 cost=0.000084
Epoch #10 cost=0.000084
Epoch #11 cost=0.000083
Epoch #12 cost=0.000083
Epoch #13 cost=0.000083
Epoch #14 cost=0.000083
Epoch #15 cost=0.000083
Epoch #16 cost=0.000082
Epoch #17 cost=0.000082
Epoch #18 cost=0.000082
Epoch #19 cost=0.000082
Epoch #20 cost=0.000082
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000081
Epoch #26 cost=0.000081
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000084
Epoch #6 cost=0.000084
Epoch #7 cost=0.000084
Epoch #8 cost=0.000084
Epoch #9 cost=0.000084
Epoch #10 cost=0.000083
Epoch #11 cost=0.000083
Epoch #12 cost=0.000083
Epoch #13 cost=0.000083
Epoch #14 cost=0.000082
Epoch #15 cost=0.000082
Epoch #16 cost=0.000082
Epoch #17 cost=0.000082
Epoch #18 cost=0.000082
Epoch #19 cost=0.000081
Epoch #20 cost=0.000081
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000080
Epoch #25 cost=0.000080
Epoch #26 cost=0.000080
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000079
** Start training **
Epoch #0 cost=0.000050
Epoch #1 cost=0.000049
Epoch #2 cost=0.000049
Epoch #3 cost=0.000049
Epoch #4 cost=0.000049
Epoch #5 cost=0.000049
Epoch #6 cost=0.000049
Epoch #7 cost=0.000049
Epoch #8 cost=0.000049
Epoch #9 cost=0.000049
Epoch #10 cost=0.000049
Epoch #11 cost=0.000048
Epoch #12 cost=0.000048
Epoch #13 cost=0.000048
Epoch #14 cost=0.000048
Epoch #15 cost=0.000048
Epoch #16 cost=0.000048
Epoch #17 cost=0.000048
Epoch #18 cost=0.000048
Epoch #19 cost=0.000048
Epoch #20 cost=0.000048
Epoch #21 cost=0.000048
Epoch #22 cost=0.000047
Epoch #23 cost=0.000047
Epoch #24 cost=0.000047
Epoch #25 cost=0.000047
Epoch #26 cost=0.000047
Epoch #27 cost=0.000047
Epoch #28 cost=0.000047
Epoch #29 cost=0.000047
Nodes keep percentage is :  0.95
** Start training **
Epoch #0 cost=0.006228
Epoch #1 cost=0.002034
Epoch #2 cost=0.001616
Epoch #3 cost=0.001386
Epoch #4 cost=0.001238
Epoch #5 cost=0.001133
Epoch #6 cost=0.001052
Epoch #7 cost=0.000986
Epoch #8 cost=0.000933
Epoch #9 cost=0.000889
Epoch #10 cost=0.000849
Epoch #11 cost=0.000813
Epoch #12 cost=0.000782
Epoch #13 cost=0.000754
Epoch #14 cost=0.000729
Epoch #15 cost=0.000706
Epoch #16 cost=0.000685
Epoch #17 cost=0.000666
Epoch #18 cost=0.000648
Epoch #19 cost=0.000632
Epoch #20 cost=0.000616
Epoch #21 cost=0.000602
Epoch #22 cost=0.000589
Epoch #23 cost=0.000576
Epoch #24 cost=0.000564
Epoch #25 cost=0.000553
Epoch #26 cost=0.000542
Epoch #27 cost=0.000532
Epoch #28 cost=0.000522
Epoch #29 cost=0.000513
** Start training **
Epoch #0 cost=0.007523
Epoch #1 cost=0.002366
Epoch #2 cost=0.001822
Epoch #3 cost=0.001549
Epoch #4 cost=0.001385
Epoch #5 cost=0.001262
Epoch #6 cost=0.001166
Epoch #7 cost=0.001091
Epoch #8 cost=0.001030
Epoch #9 cost=0.000978
Epoch #10 cost=0.000933
Epoch #11 cost=0.000894
Epoch #12 cost=0.000860
Epoch #13 cost=0.000830
Epoch #14 cost=0.000802
Epoch #15 cost=0.000776
Epoch #16 cost=0.000752
Epoch #17 cost=0.000730
Epoch #18 cost=0.000711
Epoch #19 cost=0.000692
Epoch #20 cost=0.000675
Epoch #21 cost=0.000660
Epoch #22 cost=0.000645
Epoch #23 cost=0.000631
Epoch #24 cost=0.000618
Epoch #25 cost=0.000605
Epoch #26 cost=0.000593
Epoch #27 cost=0.000582
Epoch #28 cost=0.000572
Epoch #29 cost=0.000561
** Start training **
Epoch #0 cost=0.008501
Epoch #1 cost=0.002346
Epoch #2 cost=0.001802
Epoch #3 cost=0.001515
Epoch #4 cost=0.001337
Epoch #5 cost=0.001212
Epoch #6 cost=0.001123
Epoch #7 cost=0.001048
Epoch #8 cost=0.000988
Epoch #9 cost=0.000936
Epoch #10 cost=0.000891
Epoch #11 cost=0.000851
Epoch #12 cost=0.000818
Epoch #13 cost=0.000790
Epoch #14 cost=0.000763
Epoch #15 cost=0.000740
Epoch #16 cost=0.000719
Epoch #17 cost=0.000700
Epoch #18 cost=0.000682
Epoch #19 cost=0.000665
Epoch #20 cost=0.000649
Epoch #21 cost=0.000634
Epoch #22 cost=0.000619
Epoch #23 cost=0.000605
Epoch #24 cost=0.000592
Epoch #25 cost=0.000580
Epoch #26 cost=0.000569
Epoch #27 cost=0.000558
Epoch #28 cost=0.000548
Epoch #29 cost=0.000539
** Start training **
Epoch #0 cost=0.008117
Epoch #1 cost=0.002337
Epoch #2 cost=0.001780
Epoch #3 cost=0.001509
Epoch #4 cost=0.001339
Epoch #5 cost=0.001223
Epoch #6 cost=0.001130
Epoch #7 cost=0.001060
Epoch #8 cost=0.001005
Epoch #9 cost=0.000958
Epoch #10 cost=0.000916
Epoch #11 cost=0.000878
Epoch #12 cost=0.000845
Epoch #13 cost=0.000816
Epoch #14 cost=0.000790
Epoch #15 cost=0.000764
Epoch #16 cost=0.000743
Epoch #17 cost=0.000722
Epoch #18 cost=0.000703
Epoch #19 cost=0.000685
Epoch #20 cost=0.000668
Epoch #21 cost=0.000652
Epoch #22 cost=0.000638
Epoch #23 cost=0.000624
Epoch #24 cost=0.000610
Epoch #25 cost=0.000598
Epoch #26 cost=0.000587
Epoch #27 cost=0.000576
Epoch #28 cost=0.000566
Epoch #29 cost=0.000555
** Start training **
Epoch #0 cost=0.007678
Epoch #1 cost=0.002346
Epoch #2 cost=0.001837
Epoch #3 cost=0.001561
Epoch #4 cost=0.001378
Epoch #5 cost=0.001245
Epoch #6 cost=0.001148
Epoch #7 cost=0.001069
Epoch #8 cost=0.001005
Epoch #9 cost=0.000950
Epoch #10 cost=0.000903
Epoch #11 cost=0.000865
Epoch #12 cost=0.000830
Epoch #13 cost=0.000801
Epoch #14 cost=0.000774
Epoch #15 cost=0.000749
Epoch #16 cost=0.000727
Epoch #17 cost=0.000706
Epoch #18 cost=0.000687
Epoch #19 cost=0.000668
Epoch #20 cost=0.000652
Epoch #21 cost=0.000636
Epoch #22 cost=0.000622
Epoch #23 cost=0.000608
Epoch #24 cost=0.000595
Epoch #25 cost=0.000583
Epoch #26 cost=0.000571
Epoch #27 cost=0.000559
Epoch #28 cost=0.000549
Epoch #29 cost=0.000539
** Start training **
Epoch #0 cost=0.008233
Epoch #1 cost=0.002319
Epoch #2 cost=0.001749
Epoch #3 cost=0.001481
Epoch #4 cost=0.001312
Epoch #5 cost=0.001195
Epoch #6 cost=0.001108
Epoch #7 cost=0.001039
Epoch #8 cost=0.000981
Epoch #9 cost=0.000934
Epoch #10 cost=0.000892
Epoch #11 cost=0.000855
Epoch #12 cost=0.000823
Epoch #13 cost=0.000794
Epoch #14 cost=0.000768
Epoch #15 cost=0.000744
Epoch #16 cost=0.000722
Epoch #17 cost=0.000702
Epoch #18 cost=0.000685
Epoch #19 cost=0.000668
Epoch #20 cost=0.000653
Epoch #21 cost=0.000639
Epoch #22 cost=0.000624
Epoch #23 cost=0.000613
Epoch #24 cost=0.000600
Epoch #25 cost=0.000590
Epoch #26 cost=0.000579
Epoch #27 cost=0.000569
Epoch #28 cost=0.000559
Epoch #29 cost=0.000549
** Start training **
Epoch #0 cost=0.008442
Epoch #1 cost=0.002316
Epoch #2 cost=0.001761
Epoch #3 cost=0.001487
Epoch #4 cost=0.001314
Epoch #5 cost=0.001193
Epoch #6 cost=0.001105
Epoch #7 cost=0.001036
Epoch #8 cost=0.000978
Epoch #9 cost=0.000929
Epoch #10 cost=0.000887
Epoch #11 cost=0.000851
Epoch #12 cost=0.000818
Epoch #13 cost=0.000789
Epoch #14 cost=0.000762
Epoch #15 cost=0.000738
Epoch #16 cost=0.000715
Epoch #17 cost=0.000694
Epoch #18 cost=0.000675
Epoch #19 cost=0.000657
Epoch #20 cost=0.000640
Epoch #21 cost=0.000625
Epoch #22 cost=0.000611
Epoch #23 cost=0.000597
Epoch #24 cost=0.000584
Epoch #25 cost=0.000573
Epoch #26 cost=0.000561
Epoch #27 cost=0.000551
Epoch #28 cost=0.000541
Epoch #29 cost=0.000531
** Start training **
Epoch #0 cost=0.008577
Epoch #1 cost=0.002317
Epoch #2 cost=0.001779
Epoch #3 cost=0.001522
Epoch #4 cost=0.001350
Epoch #5 cost=0.001229
Epoch #6 cost=0.001142
Epoch #7 cost=0.001072
Epoch #8 cost=0.001012
Epoch #9 cost=0.000963
Epoch #10 cost=0.000924
Epoch #11 cost=0.000886
Epoch #12 cost=0.000853
Epoch #13 cost=0.000823
Epoch #14 cost=0.000795
Epoch #15 cost=0.000770
Epoch #16 cost=0.000746
Epoch #17 cost=0.000724
Epoch #18 cost=0.000703
Epoch #19 cost=0.000684
Epoch #20 cost=0.000666
Epoch #21 cost=0.000651
Epoch #22 cost=0.000636
Epoch #23 cost=0.000622
Epoch #24 cost=0.000609
Epoch #25 cost=0.000597
Epoch #26 cost=0.000584
Epoch #27 cost=0.000574
Epoch #28 cost=0.000564
Epoch #29 cost=0.000553
** Start training **
Epoch #0 cost=0.008476
Epoch #1 cost=0.002438
Epoch #2 cost=0.001832
Epoch #3 cost=0.001557
Epoch #4 cost=0.001383
Epoch #5 cost=0.001264
Epoch #6 cost=0.001174
Epoch #7 cost=0.001101
Epoch #8 cost=0.001040
Epoch #9 cost=0.000986
Epoch #10 cost=0.000946
Epoch #11 cost=0.000908
Epoch #12 cost=0.000873
Epoch #13 cost=0.000840
Epoch #14 cost=0.000810
Epoch #15 cost=0.000784
Epoch #16 cost=0.000759
Epoch #17 cost=0.000737
Epoch #18 cost=0.000716
Epoch #19 cost=0.000696
Epoch #20 cost=0.000678
Epoch #21 cost=0.000661
Epoch #22 cost=0.000646
Epoch #23 cost=0.000632
Epoch #24 cost=0.000618
Epoch #25 cost=0.000604
Epoch #26 cost=0.000592
Epoch #27 cost=0.000580
Epoch #28 cost=0.000568
Epoch #29 cost=0.000558
** Start training **
Epoch #0 cost=0.000589
Epoch #1 cost=0.000510
Epoch #2 cost=0.000463
Epoch #3 cost=0.000432
Epoch #4 cost=0.000410
Epoch #5 cost=0.000393
Epoch #6 cost=0.000379
Epoch #7 cost=0.000367
Epoch #8 cost=0.000357
Epoch #9 cost=0.000349
Epoch #10 cost=0.000342
Epoch #11 cost=0.000335
Epoch #12 cost=0.000328
Epoch #13 cost=0.000322
Epoch #14 cost=0.000317
Epoch #15 cost=0.000312
Epoch #16 cost=0.000307
Epoch #17 cost=0.000302
Epoch #18 cost=0.000298
Epoch #19 cost=0.000294
Epoch #20 cost=0.000290
Epoch #21 cost=0.000286
Epoch #22 cost=0.000283
Epoch #23 cost=0.000280
Epoch #24 cost=0.000277
Epoch #25 cost=0.000274
Epoch #26 cost=0.000271
Epoch #27 cost=0.000268
Epoch #28 cost=0.000266
Epoch #29 cost=0.000263
Nodes keep percentage is :  0.8999999999999999
** Start training **
Epoch #0 cost=0.024908
Epoch #1 cost=0.010612
Epoch #2 cost=0.005932
Epoch #3 cost=0.004346
Epoch #4 cost=0.003589
Epoch #5 cost=0.003119
Epoch #6 cost=0.002779
Epoch #7 cost=0.002526
Epoch #8 cost=0.002304
Epoch #9 cost=0.002133
Epoch #10 cost=0.002002
Epoch #11 cost=0.001888
Epoch #12 cost=0.001791
Epoch #13 cost=0.001704
Epoch #14 cost=0.001634
Epoch #15 cost=0.001568
Epoch #16 cost=0.001508
Epoch #17 cost=0.001458
Epoch #18 cost=0.001407
Epoch #19 cost=0.001364
Epoch #20 cost=0.001321
Epoch #21 cost=0.001284
Epoch #22 cost=0.001246
Epoch #23 cost=0.001214
Epoch #24 cost=0.001182
Epoch #25 cost=0.001153
Epoch #26 cost=0.001122
Epoch #27 cost=0.001096
Epoch #28 cost=0.001071
Epoch #29 cost=0.001047
** Start training **
Epoch #0 cost=0.026200
Epoch #1 cost=0.011316
Epoch #2 cost=0.006318
Epoch #3 cost=0.004631
Epoch #4 cost=0.003821
Epoch #5 cost=0.003287
Epoch #6 cost=0.002908
Epoch #7 cost=0.002615
Epoch #8 cost=0.002405
Epoch #9 cost=0.002228
Epoch #10 cost=0.002081
Epoch #11 cost=0.001958
Epoch #12 cost=0.001848
Epoch #13 cost=0.001762
Epoch #14 cost=0.001681
Epoch #15 cost=0.001626
Epoch #16 cost=0.001561
Epoch #17 cost=0.001503
Epoch #18 cost=0.001458
Epoch #19 cost=0.001411
Epoch #20 cost=0.001368
Epoch #21 cost=0.001329
Epoch #22 cost=0.001296
Epoch #23 cost=0.001260
Epoch #24 cost=0.001231
Epoch #25 cost=0.001200
Epoch #26 cost=0.001172
Epoch #27 cost=0.001145
Epoch #28 cost=0.001118
Epoch #29 cost=0.001094
** Start training **
Epoch #0 cost=0.025605
Epoch #1 cost=0.009996
Epoch #2 cost=0.005692
Epoch #3 cost=0.004307
Epoch #4 cost=0.003547
Epoch #5 cost=0.003110
Epoch #6 cost=0.002765
Epoch #7 cost=0.002514
Epoch #8 cost=0.002311
Epoch #9 cost=0.002167
Epoch #10 cost=0.002022
Epoch #11 cost=0.001912
Epoch #12 cost=0.001810
Epoch #13 cost=0.001722
Epoch #14 cost=0.001648
Epoch #15 cost=0.001579
Epoch #16 cost=0.001519
Epoch #17 cost=0.001471
Epoch #18 cost=0.001418
Epoch #19 cost=0.001374
Epoch #20 cost=0.001333
Epoch #21 cost=0.001295
Epoch #22 cost=0.001261
Epoch #23 cost=0.001227
Epoch #24 cost=0.001196
Epoch #25 cost=0.001164
Epoch #26 cost=0.001136
Epoch #27 cost=0.001108
Epoch #28 cost=0.001082
Epoch #29 cost=0.001058
** Start training **
Epoch #0 cost=0.025884
Epoch #1 cost=0.011035
Epoch #2 cost=0.006009
Epoch #3 cost=0.004437
Epoch #4 cost=0.003667
Epoch #5 cost=0.003153
Epoch #6 cost=0.002821
Epoch #7 cost=0.002560
Epoch #8 cost=0.002361
Epoch #9 cost=0.002193
Epoch #10 cost=0.002049
Epoch #11 cost=0.001928
Epoch #12 cost=0.001821
Epoch #13 cost=0.001729
Epoch #14 cost=0.001654
Epoch #15 cost=0.001585
Epoch #16 cost=0.001526
Epoch #17 cost=0.001471
Epoch #18 cost=0.001420
Epoch #19 cost=0.001375
Epoch #20 cost=0.001334
Epoch #21 cost=0.001295
Epoch #22 cost=0.001259
Epoch #23 cost=0.001225
Epoch #24 cost=0.001196
Epoch #25 cost=0.001167
Epoch #26 cost=0.001138
Epoch #27 cost=0.001117
Epoch #28 cost=0.001093
Epoch #29 cost=0.001070
** Start training **
Epoch #0 cost=0.024748
Epoch #1 cost=0.010319
Epoch #2 cost=0.005764
Epoch #3 cost=0.004330
Epoch #4 cost=0.003574
Epoch #5 cost=0.003144
Epoch #6 cost=0.002806
Epoch #7 cost=0.002562
Epoch #8 cost=0.002376
Epoch #9 cost=0.002221
Epoch #10 cost=0.002081
Epoch #11 cost=0.001978
Epoch #12 cost=0.001900
Epoch #13 cost=0.001812
Epoch #14 cost=0.001733
Epoch #15 cost=0.001663
Epoch #16 cost=0.001603
Epoch #17 cost=0.001550
Epoch #18 cost=0.001498
Epoch #19 cost=0.001447
Epoch #20 cost=0.001406
Epoch #21 cost=0.001364
Epoch #22 cost=0.001323
Epoch #23 cost=0.001290
Epoch #24 cost=0.001254
Epoch #25 cost=0.001219
Epoch #26 cost=0.001191
Epoch #27 cost=0.001163
Epoch #28 cost=0.001134
Epoch #29 cost=0.001109
** Start training **
Epoch #0 cost=0.026267
Epoch #1 cost=0.010492
Epoch #2 cost=0.005886
Epoch #3 cost=0.004436
Epoch #4 cost=0.003689
Epoch #5 cost=0.003226
Epoch #6 cost=0.002903
Epoch #7 cost=0.002660
Epoch #8 cost=0.002461
Epoch #9 cost=0.002310
Epoch #10 cost=0.002174
Epoch #11 cost=0.002047
Epoch #12 cost=0.001940
Epoch #13 cost=0.001853
Epoch #14 cost=0.001774
Epoch #15 cost=0.001707
Epoch #16 cost=0.001647
Epoch #17 cost=0.001592
Epoch #18 cost=0.001541
Epoch #19 cost=0.001496
Epoch #20 cost=0.001454
Epoch #21 cost=0.001413
Epoch #22 cost=0.001379
Epoch #23 cost=0.001346
Epoch #24 cost=0.001310
Epoch #25 cost=0.001282
Epoch #26 cost=0.001253
Epoch #27 cost=0.001224
Epoch #28 cost=0.001199
Epoch #29 cost=0.001172
** Start training **
Epoch #0 cost=0.027095
Epoch #1 cost=0.012493
Epoch #2 cost=0.006500
Epoch #3 cost=0.004692
Epoch #4 cost=0.003822
Epoch #5 cost=0.003281
Epoch #6 cost=0.002922
Epoch #7 cost=0.002651
Epoch #8 cost=0.002451
Epoch #9 cost=0.002263
Epoch #10 cost=0.002124
Epoch #11 cost=0.002001
Epoch #12 cost=0.001896
Epoch #13 cost=0.001810
Epoch #14 cost=0.001728
Epoch #15 cost=0.001653
Epoch #16 cost=0.001591
Epoch #17 cost=0.001530
Epoch #18 cost=0.001477
Epoch #19 cost=0.001425
Epoch #20 cost=0.001379
Epoch #21 cost=0.001339
Epoch #22 cost=0.001301
Epoch #23 cost=0.001266
Epoch #24 cost=0.001230
Epoch #25 cost=0.001204
Epoch #26 cost=0.001171
Epoch #27 cost=0.001143
Epoch #28 cost=0.001117
Epoch #29 cost=0.001090
** Start training **
Epoch #0 cost=0.024493
Epoch #1 cost=0.010004
Epoch #2 cost=0.005672
Epoch #3 cost=0.004217
Epoch #4 cost=0.003493
Epoch #5 cost=0.003031
Epoch #6 cost=0.002724
Epoch #7 cost=0.002489
Epoch #8 cost=0.002306
Epoch #9 cost=0.002146
Epoch #10 cost=0.002023
Epoch #11 cost=0.001911
Epoch #12 cost=0.001821
Epoch #13 cost=0.001742
Epoch #14 cost=0.001673
Epoch #15 cost=0.001607
Epoch #16 cost=0.001549
Epoch #17 cost=0.001500
Epoch #18 cost=0.001450
Epoch #19 cost=0.001405
Epoch #20 cost=0.001363
Epoch #21 cost=0.001327
Epoch #22 cost=0.001292
Epoch #23 cost=0.001254
Epoch #24 cost=0.001226
Epoch #25 cost=0.001195
Epoch #26 cost=0.001167
Epoch #27 cost=0.001142
Epoch #28 cost=0.001116
Epoch #29 cost=0.001092
** Start training **
Epoch #0 cost=0.023987
Epoch #1 cost=0.009423
Epoch #2 cost=0.005608
Epoch #3 cost=0.004366
Epoch #4 cost=0.003668
Epoch #5 cost=0.003246
Epoch #6 cost=0.002897
Epoch #7 cost=0.002641
Epoch #8 cost=0.002436
Epoch #9 cost=0.002281
Epoch #10 cost=0.002135
Epoch #11 cost=0.002019
Epoch #12 cost=0.001917
Epoch #13 cost=0.001830
Epoch #14 cost=0.001749
Epoch #15 cost=0.001677
Epoch #16 cost=0.001613
Epoch #17 cost=0.001551
Epoch #18 cost=0.001499
Epoch #19 cost=0.001453
Epoch #20 cost=0.001410
Epoch #21 cost=0.001370
Epoch #22 cost=0.001333
Epoch #23 cost=0.001300
Epoch #24 cost=0.001264
Epoch #25 cost=0.001234
Epoch #26 cost=0.001203
Epoch #27 cost=0.001176
Epoch #28 cost=0.001149
Epoch #29 cost=0.001125
** Start training **
Epoch #0 cost=0.004431
Epoch #1 cost=0.002995
Epoch #2 cost=0.002477
Epoch #3 cost=0.002188
Epoch #4 cost=0.001972
Epoch #5 cost=0.001809
Epoch #6 cost=0.001675
Epoch #7 cost=0.001565
Epoch #8 cost=0.001474
Epoch #9 cost=0.001397
Epoch #10 cost=0.001328
Epoch #11 cost=0.001269
Epoch #12 cost=0.001216
Epoch #13 cost=0.001164
Epoch #14 cost=0.001121
Epoch #15 cost=0.001081
Epoch #16 cost=0.001043
Epoch #17 cost=0.001007
Epoch #18 cost=0.000975
Epoch #19 cost=0.000945
Epoch #20 cost=0.000917
Epoch #21 cost=0.000891
Epoch #22 cost=0.000866
Epoch #23 cost=0.000843
Epoch #24 cost=0.000820
Epoch #25 cost=0.000801
Epoch #26 cost=0.000781
Epoch #27 cost=0.000763
Epoch #28 cost=0.000745
Epoch #29 cost=0.000728
