Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Nodes keep percentage is :  1.0
** Start training **
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000080
Epoch #26 cost=0.000080
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000085
Epoch #11 cost=0.000085
Epoch #12 cost=0.000085
Epoch #13 cost=0.000084
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000084
Epoch #18 cost=0.000084
Epoch #19 cost=0.000084
Epoch #20 cost=0.000084
Epoch #21 cost=0.000083
Epoch #22 cost=0.000083
Epoch #23 cost=0.000083
Epoch #24 cost=0.000083
Epoch #25 cost=0.000083
Epoch #26 cost=0.000083
Epoch #27 cost=0.000082
Epoch #28 cost=0.000082
Epoch #29 cost=0.000082
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000084
Epoch #11 cost=0.000084
Epoch #12 cost=0.000084
Epoch #13 cost=0.000084
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000083
Epoch #18 cost=0.000083
Epoch #19 cost=0.000083
Epoch #20 cost=0.000083
Epoch #21 cost=0.000083
Epoch #22 cost=0.000082
Epoch #23 cost=0.000082
Epoch #24 cost=0.000082
Epoch #25 cost=0.000082
Epoch #26 cost=0.000082
Epoch #27 cost=0.000082
Epoch #28 cost=0.000081
Epoch #29 cost=0.000081
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000086
Epoch #2 cost=0.000086
Epoch #3 cost=0.000086
Epoch #4 cost=0.000086
Epoch #5 cost=0.000086
Epoch #6 cost=0.000086
Epoch #7 cost=0.000086
Epoch #8 cost=0.000085
Epoch #9 cost=0.000085
Epoch #10 cost=0.000085
Epoch #11 cost=0.000085
Epoch #12 cost=0.000085
Epoch #13 cost=0.000085
Epoch #14 cost=0.000084
Epoch #15 cost=0.000084
Epoch #16 cost=0.000084
Epoch #17 cost=0.000084
Epoch #18 cost=0.000084
Epoch #19 cost=0.000083
Epoch #20 cost=0.000083
Epoch #21 cost=0.000083
Epoch #22 cost=0.000083
Epoch #23 cost=0.000083
Epoch #24 cost=0.000083
Epoch #25 cost=0.000082
Epoch #26 cost=0.000082
Epoch #27 cost=0.000082
Epoch #28 cost=0.000082
Epoch #29 cost=0.000082
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000085
Epoch #8 cost=0.000085
Epoch #9 cost=0.000084
Epoch #10 cost=0.000084
Epoch #11 cost=0.000084
Epoch #12 cost=0.000084
Epoch #13 cost=0.000084
Epoch #14 cost=0.000083
Epoch #15 cost=0.000083
Epoch #16 cost=0.000083
Epoch #17 cost=0.000083
Epoch #18 cost=0.000082
Epoch #19 cost=0.000082
Epoch #20 cost=0.000082
Epoch #21 cost=0.000082
Epoch #22 cost=0.000082
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000081
Epoch #26 cost=0.000081
Epoch #27 cost=0.000081
Epoch #28 cost=0.000081
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000085
Epoch #6 cost=0.000085
Epoch #7 cost=0.000084
Epoch #8 cost=0.000084
Epoch #9 cost=0.000084
Epoch #10 cost=0.000084
Epoch #11 cost=0.000083
Epoch #12 cost=0.000083
Epoch #13 cost=0.000083
Epoch #14 cost=0.000083
Epoch #15 cost=0.000083
Epoch #16 cost=0.000082
Epoch #17 cost=0.000082
Epoch #18 cost=0.000082
Epoch #19 cost=0.000082
Epoch #20 cost=0.000082
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000081
Epoch #25 cost=0.000081
Epoch #26 cost=0.000081
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000080
** Start training **
Epoch #0 cost=0.000084
Epoch #1 cost=0.000085
Epoch #2 cost=0.000085
Epoch #3 cost=0.000085
Epoch #4 cost=0.000085
Epoch #5 cost=0.000084
Epoch #6 cost=0.000084
Epoch #7 cost=0.000084
Epoch #8 cost=0.000084
Epoch #9 cost=0.000084
Epoch #10 cost=0.000083
Epoch #11 cost=0.000083
Epoch #12 cost=0.000083
Epoch #13 cost=0.000083
Epoch #14 cost=0.000082
Epoch #15 cost=0.000082
Epoch #16 cost=0.000082
Epoch #17 cost=0.000082
Epoch #18 cost=0.000082
Epoch #19 cost=0.000081
Epoch #20 cost=0.000081
Epoch #21 cost=0.000081
Epoch #22 cost=0.000081
Epoch #23 cost=0.000081
Epoch #24 cost=0.000080
Epoch #25 cost=0.000080
Epoch #26 cost=0.000080
Epoch #27 cost=0.000080
Epoch #28 cost=0.000080
Epoch #29 cost=0.000079
** Start training **
Epoch #0 cost=0.000050
Epoch #1 cost=0.000049
Epoch #2 cost=0.000049
Epoch #3 cost=0.000049
Epoch #4 cost=0.000049
Epoch #5 cost=0.000049
Epoch #6 cost=0.000049
Epoch #7 cost=0.000049
Epoch #8 cost=0.000049
Epoch #9 cost=0.000049
Epoch #10 cost=0.000049
Epoch #11 cost=0.000048
Epoch #12 cost=0.000048
Epoch #13 cost=0.000048
Epoch #14 cost=0.000048
Epoch #15 cost=0.000048
Epoch #16 cost=0.000048
Epoch #17 cost=0.000048
Epoch #18 cost=0.000048
Epoch #19 cost=0.000048
Epoch #20 cost=0.000048
Epoch #21 cost=0.000048
Epoch #22 cost=0.000047
Epoch #23 cost=0.000047
Epoch #24 cost=0.000047
Epoch #25 cost=0.000047
Epoch #26 cost=0.000047
Epoch #27 cost=0.000047
Epoch #28 cost=0.000047
Epoch #29 cost=0.000047
Nodes keep percentage is :  0.95
** Start training **
Epoch #0 cost=0.008800
Epoch #1 cost=0.000738
Epoch #2 cost=0.000574
Epoch #3 cost=0.000500
Epoch #4 cost=0.000457
Epoch #5 cost=0.000423
Epoch #6 cost=0.000396
Epoch #7 cost=0.000374
Epoch #8 cost=0.000354
Epoch #9 cost=0.000338
Epoch #10 cost=0.000323
Epoch #11 cost=0.000310
Epoch #12 cost=0.000298
Epoch #13 cost=0.000288
Epoch #14 cost=0.000279
Epoch #15 cost=0.000270
Epoch #16 cost=0.000262
Epoch #17 cost=0.000255
Epoch #18 cost=0.000249
Epoch #19 cost=0.000242
Epoch #20 cost=0.000237
Epoch #21 cost=0.000232
Epoch #22 cost=0.000227
Epoch #23 cost=0.000222
Epoch #24 cost=0.000218
Epoch #25 cost=0.000214
Epoch #26 cost=0.000210
Epoch #27 cost=0.000206
Epoch #28 cost=0.000202
Epoch #29 cost=0.000199
** Start training **
Epoch #0 cost=0.007890
Epoch #1 cost=0.000657
Epoch #2 cost=0.000549
Epoch #3 cost=0.000490
Epoch #4 cost=0.000449
Epoch #5 cost=0.000417
Epoch #6 cost=0.000391
Epoch #7 cost=0.000369
Epoch #8 cost=0.000350
Epoch #9 cost=0.000334
Epoch #10 cost=0.000319
Epoch #11 cost=0.000306
Epoch #12 cost=0.000295
Epoch #13 cost=0.000285
Epoch #14 cost=0.000276
Epoch #15 cost=0.000267
Epoch #16 cost=0.000260
Epoch #17 cost=0.000253
Epoch #18 cost=0.000246
Epoch #19 cost=0.000240
Epoch #20 cost=0.000234
Epoch #21 cost=0.000229
Epoch #22 cost=0.000224
Epoch #23 cost=0.000220
Epoch #24 cost=0.000215
Epoch #25 cost=0.000211
Epoch #26 cost=0.000207
Epoch #27 cost=0.000204
Epoch #28 cost=0.000200
Epoch #29 cost=0.000197
** Start training **
Epoch #0 cost=0.010755
Epoch #1 cost=0.000644
Epoch #2 cost=0.000554
Epoch #3 cost=0.000499
Epoch #4 cost=0.000457
Epoch #5 cost=0.000423
Epoch #6 cost=0.000396
Epoch #7 cost=0.000373
Epoch #8 cost=0.000353
Epoch #9 cost=0.000336
Epoch #10 cost=0.000322
Epoch #11 cost=0.000308
Epoch #12 cost=0.000297
Epoch #13 cost=0.000286
Epoch #14 cost=0.000276
Epoch #15 cost=0.000267
Epoch #16 cost=0.000259
Epoch #17 cost=0.000251
Epoch #18 cost=0.000245
Epoch #19 cost=0.000239
Epoch #20 cost=0.000233
Epoch #21 cost=0.000228
Epoch #22 cost=0.000223
Epoch #23 cost=0.000219
Epoch #24 cost=0.000214
Epoch #25 cost=0.000210
Epoch #26 cost=0.000206
Epoch #27 cost=0.000203
Epoch #28 cost=0.000199
Epoch #29 cost=0.000196
** Start training **
Epoch #0 cost=0.011353
Epoch #1 cost=0.000677
Epoch #2 cost=0.000552
Epoch #3 cost=0.000489
Epoch #4 cost=0.000448
Epoch #5 cost=0.000416
Epoch #6 cost=0.000391
Epoch #7 cost=0.000369
Epoch #8 cost=0.000351
Epoch #9 cost=0.000336
Epoch #10 cost=0.000322
Epoch #11 cost=0.000310
Epoch #12 cost=0.000299
Epoch #13 cost=0.000288
Epoch #14 cost=0.000279
Epoch #15 cost=0.000270
Epoch #16 cost=0.000262
Epoch #17 cost=0.000255
Epoch #18 cost=0.000248
Epoch #19 cost=0.000242
Epoch #20 cost=0.000236
Epoch #21 cost=0.000231
Epoch #22 cost=0.000226
Epoch #23 cost=0.000221
Epoch #24 cost=0.000217
Epoch #25 cost=0.000213
Epoch #26 cost=0.000209
Epoch #27 cost=0.000205
Epoch #28 cost=0.000202
Epoch #29 cost=0.000198
** Start training **
Epoch #0 cost=0.007861
Epoch #1 cost=0.000643
Epoch #2 cost=0.000548
Epoch #3 cost=0.000490
Epoch #4 cost=0.000449
Epoch #5 cost=0.000417
Epoch #6 cost=0.000392
Epoch #7 cost=0.000370
Epoch #8 cost=0.000352
Epoch #9 cost=0.000336
Epoch #10 cost=0.000322
Epoch #11 cost=0.000309
Epoch #12 cost=0.000298
Epoch #13 cost=0.000288
Epoch #14 cost=0.000279
Epoch #15 cost=0.000270
Epoch #16 cost=0.000263
Epoch #17 cost=0.000256
Epoch #18 cost=0.000250
Epoch #19 cost=0.000244
Epoch #20 cost=0.000238
Epoch #21 cost=0.000233
Epoch #22 cost=0.000228
Epoch #23 cost=0.000224
Epoch #24 cost=0.000219
Epoch #25 cost=0.000215
Epoch #26 cost=0.000211
Epoch #27 cost=0.000207
Epoch #28 cost=0.000204
Epoch #29 cost=0.000201
** Start training **
Epoch #0 cost=0.006804
Epoch #1 cost=0.000705
Epoch #2 cost=0.000592
Epoch #3 cost=0.000529
Epoch #4 cost=0.000484
Epoch #5 cost=0.000448
Epoch #6 cost=0.000419
Epoch #7 cost=0.000396
Epoch #8 cost=0.000375
Epoch #9 cost=0.000357
Epoch #10 cost=0.000343
Epoch #11 cost=0.000330
Epoch #12 cost=0.000318
Epoch #13 cost=0.000307
Epoch #14 cost=0.000297
Epoch #15 cost=0.000288
Epoch #16 cost=0.000280
Epoch #17 cost=0.000272
Epoch #18 cost=0.000266
Epoch #19 cost=0.000259
Epoch #20 cost=0.000254
Epoch #21 cost=0.000248
Epoch #22 cost=0.000243
Epoch #23 cost=0.000238
Epoch #24 cost=0.000233
Epoch #25 cost=0.000229
Epoch #26 cost=0.000224
Epoch #27 cost=0.000220
Epoch #28 cost=0.000216
Epoch #29 cost=0.000213
** Start training **
Epoch #0 cost=0.009375
Epoch #1 cost=0.000680
Epoch #2 cost=0.000560
Epoch #3 cost=0.000495
Epoch #4 cost=0.000453
Epoch #5 cost=0.000419
Epoch #6 cost=0.000393
Epoch #7 cost=0.000371
Epoch #8 cost=0.000353
Epoch #9 cost=0.000337
Epoch #10 cost=0.000324
Epoch #11 cost=0.000311
Epoch #12 cost=0.000300
Epoch #13 cost=0.000290
Epoch #14 cost=0.000281
Epoch #15 cost=0.000273
Epoch #16 cost=0.000265
Epoch #17 cost=0.000258
Epoch #18 cost=0.000252
Epoch #19 cost=0.000246
Epoch #20 cost=0.000240
Epoch #21 cost=0.000235
Epoch #22 cost=0.000230
Epoch #23 cost=0.000225
Epoch #24 cost=0.000221
Epoch #25 cost=0.000216
Epoch #26 cost=0.000212
Epoch #27 cost=0.000208
Epoch #28 cost=0.000204
Epoch #29 cost=0.000201
** Start training **
Epoch #0 cost=0.010323
Epoch #1 cost=0.000681
Epoch #2 cost=0.000535
Epoch #3 cost=0.000466
Epoch #4 cost=0.000424
Epoch #5 cost=0.000393
Epoch #6 cost=0.000369
Epoch #7 cost=0.000350
Epoch #8 cost=0.000333
Epoch #9 cost=0.000319
Epoch #10 cost=0.000306
Epoch #11 cost=0.000295
Epoch #12 cost=0.000284
Epoch #13 cost=0.000275
Epoch #14 cost=0.000266
Epoch #15 cost=0.000259
Epoch #16 cost=0.000252
Epoch #17 cost=0.000245
Epoch #18 cost=0.000239
Epoch #19 cost=0.000234
Epoch #20 cost=0.000228
Epoch #21 cost=0.000223
Epoch #22 cost=0.000219
Epoch #23 cost=0.000215
Epoch #24 cost=0.000211
Epoch #25 cost=0.000207
Epoch #26 cost=0.000204
Epoch #27 cost=0.000200
Epoch #28 cost=0.000197
Epoch #29 cost=0.000194
** Start training **
Epoch #0 cost=0.010511
Epoch #1 cost=0.000629
Epoch #2 cost=0.000540
Epoch #3 cost=0.000484
Epoch #4 cost=0.000445
Epoch #5 cost=0.000415
Epoch #6 cost=0.000391
Epoch #7 cost=0.000371
Epoch #8 cost=0.000354
Epoch #9 cost=0.000339
Epoch #10 cost=0.000325
Epoch #11 cost=0.000313
Epoch #12 cost=0.000303
Epoch #13 cost=0.000293
Epoch #14 cost=0.000284
Epoch #15 cost=0.000275
Epoch #16 cost=0.000267
Epoch #17 cost=0.000260
Epoch #18 cost=0.000254
Epoch #19 cost=0.000248
Epoch #20 cost=0.000242
Epoch #21 cost=0.000236
Epoch #22 cost=0.000231
Epoch #23 cost=0.000227
Epoch #24 cost=0.000222
Epoch #25 cost=0.000218
Epoch #26 cost=0.000214
Epoch #27 cost=0.000210
Epoch #28 cost=0.000206
Epoch #29 cost=0.000203
** Start training **
Epoch #0 cost=0.001087
Epoch #1 cost=0.000259
Epoch #2 cost=0.000228
Epoch #3 cost=0.000205
Epoch #4 cost=0.000189
Epoch #5 cost=0.000176
Epoch #6 cost=0.000166
Epoch #7 cost=0.000158
Epoch #8 cost=0.000151
Epoch #9 cost=0.000145
Epoch #10 cost=0.000139
Epoch #11 cost=0.000135
Epoch #12 cost=0.000131
Epoch #13 cost=0.000127
Epoch #14 cost=0.000124
Epoch #15 cost=0.000121
Epoch #16 cost=0.000118
Epoch #17 cost=0.000116
Epoch #18 cost=0.000114
Epoch #19 cost=0.000112
Epoch #20 cost=0.000110
Epoch #21 cost=0.000108
Epoch #22 cost=0.000106
Epoch #23 cost=0.000104
Epoch #24 cost=0.000103
Epoch #25 cost=0.000101
Epoch #26 cost=0.000100
Epoch #27 cost=0.000099
Epoch #28 cost=0.000097
Epoch #29 cost=0.000096
Nodes keep percentage is :  0.8999999999999999
** Start training **
Epoch #0 cost=0.010645
Epoch #1 cost=0.002243
Epoch #2 cost=0.001164
Epoch #3 cost=0.001019
Epoch #4 cost=0.000926
Epoch #5 cost=0.000852
Epoch #6 cost=0.000791
Epoch #7 cost=0.000742
Epoch #8 cost=0.000703
Epoch #9 cost=0.000668
Epoch #10 cost=0.000640
Epoch #11 cost=0.000615
Epoch #12 cost=0.000594
Epoch #13 cost=0.000574
Epoch #14 cost=0.000556
Epoch #15 cost=0.000539
Epoch #16 cost=0.000525
Epoch #17 cost=0.000511
Epoch #18 cost=0.000498
Epoch #19 cost=0.000487
Epoch #20 cost=0.000475
Epoch #21 cost=0.000465
Epoch #22 cost=0.000456
Epoch #23 cost=0.000446
Epoch #24 cost=0.000438
Epoch #25 cost=0.000429
Epoch #26 cost=0.000421
Epoch #27 cost=0.000413
Epoch #28 cost=0.000406
Epoch #29 cost=0.000399
** Start training **
Epoch #0 cost=0.128019
Epoch #1 cost=0.075180
Epoch #2 cost=0.046979
Epoch #3 cost=0.032009
Epoch #4 cost=0.022692
Epoch #5 cost=0.016362
Epoch #6 cost=0.012350
Epoch #7 cost=0.010032
Epoch #8 cost=0.008553
Epoch #9 cost=0.007536
Epoch #10 cost=0.006730
Epoch #11 cost=0.006075
Epoch #12 cost=0.005586
Epoch #13 cost=0.005131
Epoch #14 cost=0.004773
Epoch #15 cost=0.004435
Epoch #16 cost=0.004139
Epoch #17 cost=0.003875
Epoch #18 cost=0.003597
Epoch #19 cost=0.003358
Epoch #20 cost=0.003151
Epoch #21 cost=0.002961
Epoch #22 cost=0.002808
Epoch #23 cost=0.002658
Epoch #24 cost=0.002524
Epoch #25 cost=0.002402
Epoch #26 cost=0.002286
Epoch #27 cost=0.002165
Epoch #28 cost=0.002062
Epoch #29 cost=0.001962
** Start training **
Epoch #0 cost=0.173665
Epoch #1 cost=0.104649
Epoch #2 cost=0.075702
Epoch #3 cost=0.060689
Epoch #4 cost=0.048768
Epoch #5 cost=0.039099
Epoch #6 cost=0.031950
Epoch #7 cost=0.025525
Epoch #8 cost=0.020005
Epoch #9 cost=0.016258
Epoch #10 cost=0.014135
Epoch #11 cost=0.012281
Epoch #12 cost=0.010558
Epoch #13 cost=0.009253
Epoch #14 cost=0.008217
Epoch #15 cost=0.007438
Epoch #16 cost=0.006689
Epoch #17 cost=0.006176
Epoch #18 cost=0.005624
Epoch #19 cost=0.005206
Epoch #20 cost=0.004801
Epoch #21 cost=0.004304
Epoch #22 cost=0.003982
Epoch #23 cost=0.003683
Epoch #24 cost=0.003437
Epoch #25 cost=0.003180
Epoch #26 cost=0.002995
Epoch #27 cost=0.002810
Epoch #28 cost=0.002653
Epoch #29 cost=0.002514
** Start training **
Epoch #0 cost=0.166841
Epoch #1 cost=0.097541
Epoch #2 cost=0.072684
Epoch #3 cost=0.057410
Epoch #4 cost=0.046212
Epoch #5 cost=0.036818
Epoch #6 cost=0.029367
Epoch #7 cost=0.022681
Epoch #8 cost=0.018248
Epoch #9 cost=0.015659
Epoch #10 cost=0.013689
Epoch #11 cost=0.012116
Epoch #12 cost=0.010493
Epoch #13 cost=0.009078
Epoch #14 cost=0.008007
Epoch #15 cost=0.007168
Epoch #16 cost=0.006528
Epoch #17 cost=0.005898
Epoch #18 cost=0.005424
Epoch #19 cost=0.004938
Epoch #20 cost=0.004563
Epoch #21 cost=0.004098
Epoch #22 cost=0.003814
Epoch #23 cost=0.003541
Epoch #24 cost=0.003313
Epoch #25 cost=0.003107
Epoch #26 cost=0.002932
Epoch #27 cost=0.002766
Epoch #28 cost=0.002626
Epoch #29 cost=0.002491
** Start training **
Epoch #0 cost=0.170270
Epoch #1 cost=0.100297
Epoch #2 cost=0.074324
Epoch #3 cost=0.057732
Epoch #4 cost=0.045318
Epoch #5 cost=0.035683
Epoch #6 cost=0.027403
Epoch #7 cost=0.020905
Epoch #8 cost=0.016245
Epoch #9 cost=0.013671
Epoch #10 cost=0.011580
Epoch #11 cost=0.009941
Epoch #12 cost=0.008660
Epoch #13 cost=0.007748
Epoch #14 cost=0.007002
Epoch #15 cost=0.006393
Epoch #16 cost=0.005851
Epoch #17 cost=0.005381
Epoch #18 cost=0.004959
Epoch #19 cost=0.004541
Epoch #20 cost=0.004219
Epoch #21 cost=0.003855
Epoch #22 cost=0.003614
Epoch #23 cost=0.003363
Epoch #24 cost=0.003145
Epoch #25 cost=0.002965
Epoch #26 cost=0.002786
Epoch #27 cost=0.002640
Epoch #28 cost=0.002516
Epoch #29 cost=0.002395
** Start training **
Epoch #0 cost=0.158221
Epoch #1 cost=0.098879
Epoch #2 cost=0.075502
Epoch #3 cost=0.060318
Epoch #4 cost=0.048775
Epoch #5 cost=0.039901
Epoch #6 cost=0.032055
Epoch #7 cost=0.025081
Epoch #8 cost=0.019701
Epoch #9 cost=0.016585
Epoch #10 cost=0.014252
Epoch #11 cost=0.012269
Epoch #12 cost=0.010489
Epoch #13 cost=0.009170
Epoch #14 cost=0.007984
Epoch #15 cost=0.007079
Epoch #16 cost=0.006387
Epoch #17 cost=0.005795
Epoch #18 cost=0.005315
Epoch #19 cost=0.004810
Epoch #20 cost=0.004449
Epoch #21 cost=0.004095
Epoch #22 cost=0.003786
Epoch #23 cost=0.003522
Epoch #24 cost=0.003291
Epoch #25 cost=0.003094
Epoch #26 cost=0.002925
Epoch #27 cost=0.002757
Epoch #28 cost=0.002623
Epoch #29 cost=0.002491
** Start training **
Epoch #0 cost=0.160790
Epoch #1 cost=0.095618
Epoch #2 cost=0.071309
Epoch #3 cost=0.056055
Epoch #4 cost=0.044120
Epoch #5 cost=0.034912
Epoch #6 cost=0.026674
Epoch #7 cost=0.020402
Epoch #8 cost=0.017153
Epoch #9 cost=0.014530
Epoch #10 cost=0.012564
Epoch #11 cost=0.010663
Epoch #12 cost=0.009281
Epoch #13 cost=0.008294
Epoch #14 cost=0.007423
Epoch #15 cost=0.006765
Epoch #16 cost=0.006194
Epoch #17 cost=0.005727
Epoch #18 cost=0.005312
Epoch #19 cost=0.004939
Epoch #20 cost=0.004598
Epoch #21 cost=0.004165
Epoch #22 cost=0.003833
Epoch #23 cost=0.003567
Epoch #24 cost=0.003327
Epoch #25 cost=0.003116
Epoch #26 cost=0.002916
Epoch #27 cost=0.002757
Epoch #28 cost=0.002600
Epoch #29 cost=0.002460
** Start training **
Epoch #0 cost=0.168053
Epoch #1 cost=0.098483
Epoch #2 cost=0.072438
Epoch #3 cost=0.055521
Epoch #4 cost=0.044113
Epoch #5 cost=0.036366
Epoch #6 cost=0.028792
Epoch #7 cost=0.022331
Epoch #8 cost=0.018248
Epoch #9 cost=0.015486
Epoch #10 cost=0.013308
Epoch #11 cost=0.011366
Epoch #12 cost=0.009865
Epoch #13 cost=0.008535
Epoch #14 cost=0.007538
Epoch #15 cost=0.006736
Epoch #16 cost=0.006111
Epoch #17 cost=0.005569
Epoch #18 cost=0.005060
Epoch #19 cost=0.004610
Epoch #20 cost=0.004182
Epoch #21 cost=0.003817
Epoch #22 cost=0.003548
Epoch #23 cost=0.003287
Epoch #24 cost=0.003059
Epoch #25 cost=0.002891
Epoch #26 cost=0.002725
Epoch #27 cost=0.002589
Epoch #28 cost=0.002462
Epoch #29 cost=0.002349
** Start training **
Epoch #0 cost=0.163937
Epoch #1 cost=0.094907
Epoch #2 cost=0.068978
Epoch #3 cost=0.054816
Epoch #4 cost=0.044048
Epoch #5 cost=0.035597
Epoch #6 cost=0.027956
Epoch #7 cost=0.021478
Epoch #8 cost=0.017135
Epoch #9 cost=0.014582
Epoch #10 cost=0.012623
Epoch #11 cost=0.010762
Epoch #12 cost=0.009206
Epoch #13 cost=0.008102
Epoch #14 cost=0.007253
Epoch #15 cost=0.006576
Epoch #16 cost=0.005995
Epoch #17 cost=0.005419
Epoch #18 cost=0.004993
Epoch #19 cost=0.004580
Epoch #20 cost=0.004270
Epoch #21 cost=0.003951
Epoch #22 cost=0.003696
Epoch #23 cost=0.003434
Epoch #24 cost=0.003219
Epoch #25 cost=0.003028
Epoch #26 cost=0.002855
Epoch #27 cost=0.002699
Epoch #28 cost=0.002558
Epoch #29 cost=0.002430
** Start training **
Epoch #0 cost=0.050153
Epoch #1 cost=0.022449
Epoch #2 cost=0.011713
Epoch #3 cost=0.008178
Epoch #4 cost=0.006224
Epoch #5 cost=0.005059
Epoch #6 cost=0.004420
Epoch #7 cost=0.003898
Epoch #8 cost=0.003513
Epoch #9 cost=0.003217
Epoch #10 cost=0.002953
Epoch #11 cost=0.002735
Epoch #12 cost=0.002518
Epoch #13 cost=0.002332
Epoch #14 cost=0.002163
Epoch #15 cost=0.002018
Epoch #16 cost=0.001887
Epoch #17 cost=0.001776
Epoch #18 cost=0.001676
Epoch #19 cost=0.001584
Epoch #20 cost=0.001503
Epoch #21 cost=0.001432
Epoch #22 cost=0.001358
Epoch #23 cost=0.001301
Epoch #24 cost=0.001238
Epoch #25 cost=0.001185
Epoch #26 cost=0.001137
Epoch #27 cost=0.001090
Epoch #28 cost=0.001042
Epoch #29 cost=0.001006
