Extracting MNIST_data/train-images-idx3-ubyte.gz
Extracting MNIST_data/train-labels-idx1-ubyte.gz
Extracting MNIST_data/t10k-images-idx3-ubyte.gz
Extracting MNIST_data/t10k-labels-idx1-ubyte.gz
Nodes keep percentage is :  1.0
** Start training **
Epoch #32 cost=0.000042
Epoch #33 cost=0.000041
Epoch #34 cost=0.000041
Epoch #35 cost=0.000041
Epoch #36 cost=0.000041
Epoch #37 cost=0.000041
Epoch #38 cost=0.000041
Epoch #39 cost=0.000041
Nodes keep percentage is :  0.95
** Start training **
Epoch #0 cost=0.001892
Epoch #1 cost=0.002072
Epoch #2 cost=0.001777
Epoch #3 cost=0.001530
Epoch #4 cost=0.001354
Epoch #5 cost=0.001222
Epoch #6 cost=0.001118
Epoch #7 cost=0.001030
Epoch #8 cost=0.000961
Epoch #9 cost=0.000902
Epoch #10 cost=0.000851
Epoch #11 cost=0.000807
Epoch #12 cost=0.000767
Epoch #13 cost=0.000732
Epoch #14 cost=0.000701
Epoch #15 cost=0.000673
Epoch #16 cost=0.000649
Epoch #17 cost=0.000626
Epoch #18 cost=0.000605
Epoch #19 cost=0.000586
Epoch #20 cost=0.000569
Epoch #21 cost=0.000551
Epoch #22 cost=0.000536
Epoch #23 cost=0.000522
Epoch #24 cost=0.000508
Epoch #25 cost=0.000495
Epoch #26 cost=0.000483
Epoch #27 cost=0.000472
Epoch #28 cost=0.000462
Epoch #29 cost=0.000452
Epoch #30 cost=0.000443
Epoch #31 cost=0.000434
Epoch #32 cost=0.000425
Epoch #33 cost=0.000417
Epoch #34 cost=0.000409
Epoch #35 cost=0.000402
Epoch #36 cost=0.000394
Epoch #37 cost=0.000387
Epoch #38 cost=0.000380
Epoch #39 cost=0.000374
** Start training **
Epoch #0 cost=0.002081
Epoch #1 cost=0.002235
Epoch #2 cost=0.001809
Epoch #3 cost=0.001541
Epoch #4 cost=0.001356
Epoch #5 cost=0.001225
Epoch #6 cost=0.001119
Epoch #7 cost=0.001033
Epoch #8 cost=0.000964
Epoch #9 cost=0.000906
Epoch #10 cost=0.000854
Epoch #11 cost=0.000809
Epoch #12 cost=0.000771
Epoch #13 cost=0.000736
Epoch #14 cost=0.000706
Epoch #15 cost=0.000679
Epoch #16 cost=0.000654
Epoch #17 cost=0.000632
Epoch #18 cost=0.000612
Epoch #19 cost=0.000592
Epoch #20 cost=0.000575
Epoch #21 cost=0.000558
Epoch #22 cost=0.000543
Epoch #23 cost=0.000528
Epoch #24 cost=0.000515
Epoch #25 cost=0.000502
Epoch #26 cost=0.000490
Epoch #27 cost=0.000479
Epoch #28 cost=0.000469
Epoch #29 cost=0.000459
Epoch #30 cost=0.000449
Epoch #31 cost=0.000440
Epoch #32 cost=0.000431
Epoch #33 cost=0.000423
Epoch #34 cost=0.000415
Epoch #35 cost=0.000408
Epoch #36 cost=0.000400
Epoch #37 cost=0.000393
Epoch #38 cost=0.000386
Epoch #39 cost=0.000378
** Start training **
Epoch #0 cost=0.002062
Epoch #1 cost=0.002146
Epoch #2 cost=0.001747
Epoch #3 cost=0.001489
Epoch #4 cost=0.001313
Epoch #5 cost=0.001181
Epoch #6 cost=0.001081
Epoch #7 cost=0.000998
Epoch #8 cost=0.000931
Epoch #9 cost=0.000877
Epoch #10 cost=0.000829
Epoch #11 cost=0.000787
Epoch #12 cost=0.000751
Epoch #13 cost=0.000719
Epoch #14 cost=0.000690
Epoch #15 cost=0.000665
Epoch #16 cost=0.000642
Epoch #17 cost=0.000620
Epoch #18 cost=0.000601
Epoch #19 cost=0.000583
Epoch #20 cost=0.000565
Epoch #21 cost=0.000550
Epoch #22 cost=0.000536
Epoch #23 cost=0.000523
Epoch #24 cost=0.000510
Epoch #25 cost=0.000498
Epoch #26 cost=0.000486
Epoch #27 cost=0.000476
Epoch #28 cost=0.000465
Epoch #29 cost=0.000454
Epoch #30 cost=0.000445
Epoch #31 cost=0.000435
Epoch #32 cost=0.000426
Epoch #33 cost=0.000418
Epoch #34 cost=0.000409
Epoch #35 cost=0.000402
Epoch #36 cost=0.000394
Epoch #37 cost=0.000387
Epoch #38 cost=0.000380
Epoch #39 cost=0.000374
** Start training **
Epoch #0 cost=0.001884
Epoch #1 cost=0.001961
Epoch #2 cost=0.001670
Epoch #3 cost=0.001466
Epoch #4 cost=0.001309
Epoch #5 cost=0.001186
Epoch #6 cost=0.001092
Epoch #7 cost=0.001014
Epoch #8 cost=0.000950
Epoch #9 cost=0.000896
Epoch #10 cost=0.000850
Epoch #11 cost=0.000811
Epoch #12 cost=0.000776
Epoch #13 cost=0.000743
Epoch #14 cost=0.000716
Epoch #15 cost=0.000689
Epoch #16 cost=0.000666
Epoch #17 cost=0.000644
Epoch #18 cost=0.000624
Epoch #19 cost=0.000604
Epoch #20 cost=0.000586
Epoch #21 cost=0.000569
Epoch #22 cost=0.000553
Epoch #23 cost=0.000538
Epoch #24 cost=0.000524
Epoch #25 cost=0.000511
Epoch #26 cost=0.000499
Epoch #27 cost=0.000487
Epoch #28 cost=0.000477
Epoch #29 cost=0.000466
Epoch #30 cost=0.000457
Epoch #31 cost=0.000448
Epoch #32 cost=0.000439
Epoch #33 cost=0.000430
Epoch #34 cost=0.000423
Epoch #35 cost=0.000415
Epoch #36 cost=0.000407
Epoch #37 cost=0.000400
Epoch #38 cost=0.000393
Epoch #39 cost=0.000386
** Start training **
Epoch #0 cost=0.002033
Epoch #1 cost=0.002030
Epoch #2 cost=0.001745
Epoch #3 cost=0.001523
Epoch #4 cost=0.001361
Epoch #5 cost=0.001234
Epoch #6 cost=0.001133
Epoch #7 cost=0.001051
Epoch #8 cost=0.000985
Epoch #9 cost=0.000929
Epoch #10 cost=0.000880
Epoch #11 cost=0.000837
Epoch #12 cost=0.000798
Epoch #13 cost=0.000764
Epoch #14 cost=0.000734
Epoch #15 cost=0.000707
Epoch #16 cost=0.000682
Epoch #17 cost=0.000659
Epoch #18 cost=0.000638
Epoch #19 cost=0.000618
Epoch #20 cost=0.000600
Epoch #21 cost=0.000583
Epoch #22 cost=0.000567
Epoch #23 cost=0.000553
Epoch #24 cost=0.000539
Epoch #25 cost=0.000526
Epoch #26 cost=0.000513
Epoch #27 cost=0.000501
Epoch #28 cost=0.000490
Epoch #29 cost=0.000479
Epoch #30 cost=0.000469
Epoch #31 cost=0.000460
Epoch #32 cost=0.000451
Epoch #33 cost=0.000442
Epoch #34 cost=0.000433
Epoch #35 cost=0.000425
Epoch #36 cost=0.000417
Epoch #37 cost=0.000410
Epoch #38 cost=0.000403
Epoch #39 cost=0.000395
** Start training **
Epoch #0 cost=0.002337
Epoch #1 cost=0.002213
Epoch #2 cost=0.001773
Epoch #3 cost=0.001519
Epoch #4 cost=0.001333
Epoch #5 cost=0.001194
Epoch #6 cost=0.001089
Epoch #7 cost=0.001007
Epoch #8 cost=0.000940
Epoch #9 cost=0.000882
Epoch #10 cost=0.000834
Epoch #11 cost=0.000792
Epoch #12 cost=0.000755
Epoch #13 cost=0.000723
Epoch #14 cost=0.000694
Epoch #15 cost=0.000667
Epoch #16 cost=0.000643
Epoch #17 cost=0.000621
Epoch #18 cost=0.000602
Epoch #19 cost=0.000582
Epoch #20 cost=0.000565
Epoch #21 cost=0.000549
Epoch #22 cost=0.000534
Epoch #23 cost=0.000520
Epoch #24 cost=0.000508
Epoch #25 cost=0.000495
Epoch #26 cost=0.000484
Epoch #27 cost=0.000473
Epoch #28 cost=0.000462
Epoch #29 cost=0.000452
Epoch #30 cost=0.000443
Epoch #31 cost=0.000434
Epoch #32 cost=0.000425
Epoch #33 cost=0.000417
Epoch #34 cost=0.000410
Epoch #35 cost=0.000402
Epoch #36 cost=0.000395
Epoch #37 cost=0.000387
Epoch #38 cost=0.000380
Epoch #39 cost=0.000373
** Start training **
Epoch #0 cost=0.002113
Epoch #1 cost=0.001997
Epoch #2 cost=0.001667
Epoch #3 cost=0.001447
Epoch #4 cost=0.001283
Epoch #5 cost=0.001161
Epoch #6 cost=0.001065
Epoch #7 cost=0.000987
Epoch #8 cost=0.000924
Epoch #9 cost=0.000871
Epoch #10 cost=0.000826
Epoch #11 cost=0.000784
Epoch #12 cost=0.000748
Epoch #13 cost=0.000716
Epoch #14 cost=0.000688
Epoch #15 cost=0.000662
Epoch #16 cost=0.000639
Epoch #17 cost=0.000617
Epoch #18 cost=0.000597
Epoch #19 cost=0.000579
Epoch #20 cost=0.000563
Epoch #21 cost=0.000547
Epoch #22 cost=0.000533
Epoch #23 cost=0.000519
Epoch #24 cost=0.000506
Epoch #25 cost=0.000495
Epoch #26 cost=0.000483
Epoch #27 cost=0.000473
Epoch #28 cost=0.000463
Epoch #29 cost=0.000453
Epoch #30 cost=0.000444
Epoch #31 cost=0.000435
Epoch #32 cost=0.000427
Epoch #33 cost=0.000419
Epoch #34 cost=0.000411
Epoch #35 cost=0.000403
Epoch #36 cost=0.000396
Epoch #37 cost=0.000390
Epoch #38 cost=0.000383
Epoch #39 cost=0.000377
** Start training **
Epoch #0 cost=0.002347
Epoch #1 cost=0.001911
Epoch #2 cost=0.001599
Epoch #3 cost=0.001396
Epoch #4 cost=0.001247
Epoch #5 cost=0.001132
Epoch #6 cost=0.001041
Epoch #7 cost=0.000968
Epoch #8 cost=0.000908
Epoch #9 cost=0.000859
Epoch #10 cost=0.000813
Epoch #11 cost=0.000775
Epoch #12 cost=0.000741
Epoch #13 cost=0.000711
Epoch #14 cost=0.000683
Epoch #15 cost=0.000657
Epoch #16 cost=0.000634
Epoch #17 cost=0.000613
Epoch #18 cost=0.000593
Epoch #19 cost=0.000575
Epoch #20 cost=0.000558
Epoch #21 cost=0.000542
Epoch #22 cost=0.000528
Epoch #23 cost=0.000514
Epoch #24 cost=0.000501
Epoch #25 cost=0.000489
Epoch #26 cost=0.000477
Epoch #27 cost=0.000466
Epoch #28 cost=0.000456
Epoch #29 cost=0.000447
Epoch #30 cost=0.000437
Epoch #31 cost=0.000429
Epoch #32 cost=0.000420
Epoch #33 cost=0.000412
Epoch #34 cost=0.000405
Epoch #35 cost=0.000397
Epoch #36 cost=0.000390
Epoch #37 cost=0.000383
Epoch #38 cost=0.000376
Epoch #39 cost=0.000369
** Start training **
Epoch #0 cost=0.002068
Epoch #1 cost=0.002114
Epoch #2 cost=0.001755
Epoch #3 cost=0.001524
Epoch #4 cost=0.001350
Epoch #5 cost=0.001218
Epoch #6 cost=0.001116
Epoch #7 cost=0.001032
Epoch #8 cost=0.000965
Epoch #9 cost=0.000909
Epoch #10 cost=0.000861
Epoch #11 cost=0.000820
Epoch #12 cost=0.000781
Epoch #13 cost=0.000748
Epoch #14 cost=0.000718
Epoch #15 cost=0.000690
Epoch #16 cost=0.000665
Epoch #17 cost=0.000642
Epoch #18 cost=0.000620
Epoch #19 cost=0.000601
Epoch #20 cost=0.000583
Epoch #21 cost=0.000566
Epoch #22 cost=0.000550
Epoch #23 cost=0.000536
Epoch #24 cost=0.000522
Epoch #25 cost=0.000509
Epoch #26 cost=0.000497
Epoch #27 cost=0.000485
Epoch #28 cost=0.000474
Epoch #29 cost=0.000464
Epoch #30 cost=0.000454
Epoch #31 cost=0.000445
Epoch #32 cost=0.000436
Epoch #33 cost=0.000428
Epoch #34 cost=0.000420
Epoch #35 cost=0.000412
Epoch #36 cost=0.000405
Epoch #37 cost=0.000398
Epoch #38 cost=0.000391
Epoch #39 cost=0.000385
** Start training **
Epoch #0 cost=0.004115
Epoch #1 cost=0.001755
Epoch #2 cost=0.001305
Epoch #3 cost=0.001100
Epoch #4 cost=0.000975
Epoch #5 cost=0.000889
Epoch #6 cost=0.000821
Epoch #7 cost=0.000767
Epoch #8 cost=0.000723
Epoch #9 cost=0.000685
Epoch #10 cost=0.000655
Epoch #11 cost=0.000627
Epoch #12 cost=0.000602
Epoch #13 cost=0.000581
Epoch #14 cost=0.000560
Epoch #15 cost=0.000543
Epoch #16 cost=0.000526
Epoch #17 cost=0.000512
Epoch #18 cost=0.000497
Epoch #19 cost=0.000484
Epoch #20 cost=0.000472
Epoch #21 cost=0.000460
Epoch #22 cost=0.000449
Epoch #23 cost=0.000439
Epoch #24 cost=0.000430
Epoch #25 cost=0.000420
Epoch #26 cost=0.000412
Epoch #27 cost=0.000403
Epoch #28 cost=0.000395
Epoch #29 cost=0.000388
Epoch #30 cost=0.000381
Epoch #31 cost=0.000374
Epoch #32 cost=0.000368
Epoch #33 cost=0.000362
Epoch #34 cost=0.000356
Epoch #35 cost=0.000350
Epoch #36 cost=0.000344
Epoch #37 cost=0.000338
Epoch #38 cost=0.000333
Epoch #39 cost=0.000328
Nodes keep percentage is :  0.8999999999999999
** Start training **
Epoch #0 cost=0.014229
Epoch #1 cost=0.006006
Epoch #2 cost=0.005249
Epoch #3 cost=0.004375
Epoch #4 cost=0.003775
Epoch #5 cost=0.003335
Epoch #6 cost=0.002996
Epoch #7 cost=0.002731
Epoch #8 cost=0.002505
Epoch #9 cost=0.002314
Epoch #10 cost=0.002147
Epoch #11 cost=0.002020
Epoch #12 cost=0.001895
Epoch #13 cost=0.001787
Epoch #14 cost=0.001690
Epoch #15 cost=0.001612
Epoch #16 cost=0.001535
Epoch #17 cost=0.001475
Epoch #18 cost=0.001418
Epoch #19 cost=0.001366
Epoch #20 cost=0.001315
Epoch #21 cost=0.001274
Epoch #22 cost=0.001225
Epoch #23 cost=0.001188
Epoch #24 cost=0.001146
Epoch #25 cost=0.001109
Epoch #26 cost=0.001080
Epoch #27 cost=0.001043
Epoch #28 cost=0.001015
Epoch #29 cost=0.000987
Epoch #30 cost=0.000955
Epoch #31 cost=0.000928
Epoch #32 cost=0.000901
Epoch #33 cost=0.000878
Epoch #34 cost=0.000855
Epoch #35 cost=0.000833
Epoch #36 cost=0.000811
Epoch #37 cost=0.000792
Epoch #38 cost=0.000773
Epoch #39 cost=0.000757
** Start training **
Epoch #0 cost=0.014692
Epoch #1 cost=0.006317
Epoch #2 cost=0.005446
Epoch #3 cost=0.004610
Epoch #4 cost=0.004025
Epoch #5 cost=0.003583
Epoch #6 cost=0.003237
Epoch #7 cost=0.002972
Epoch #8 cost=0.002750
Epoch #9 cost=0.002546
Epoch #10 cost=0.002401
Epoch #11 cost=0.002259
Epoch #12 cost=0.002136
Epoch #13 cost=0.002025
Epoch #14 cost=0.001937
Epoch #15 cost=0.001840
Epoch #16 cost=0.001759
Epoch #17 cost=0.001685
Epoch #18 cost=0.001617
Epoch #19 cost=0.001548
Epoch #20 cost=0.001485
Epoch #21 cost=0.001428
Epoch #22 cost=0.001379
Epoch #23 cost=0.001321
Epoch #24 cost=0.001276
Epoch #25 cost=0.001235
Epoch #26 cost=0.001192
Epoch #27 cost=0.001153
Epoch #28 cost=0.001118
Epoch #29 cost=0.001085
Epoch #30 cost=0.001051
Epoch #31 cost=0.001021
Epoch #32 cost=0.000993
Epoch #33 cost=0.000967
Epoch #34 cost=0.000939
Epoch #35 cost=0.000916
Epoch #36 cost=0.000891
Epoch #37 cost=0.000869
Epoch #38 cost=0.000849
Epoch #39 cost=0.000826
** Start training **
Epoch #0 cost=0.016336
Epoch #1 cost=0.006369
Epoch #2 cost=0.005467
Epoch #3 cost=0.004689
Epoch #4 cost=0.004043
Epoch #5 cost=0.003578
Epoch #6 cost=0.003211
Epoch #7 cost=0.002913
Epoch #8 cost=0.002675
Epoch #9 cost=0.002489
Epoch #10 cost=0.002319
Epoch #11 cost=0.002177
Epoch #12 cost=0.002045
Epoch #13 cost=0.001940
Epoch #14 cost=0.001842
Epoch #15 cost=0.001759
Epoch #16 cost=0.001677
Epoch #17 cost=0.001608
Epoch #18 cost=0.001542
Epoch #19 cost=0.001479
Epoch #20 cost=0.001423
Epoch #21 cost=0.001379
Epoch #22 cost=0.001326
